349 512 512
114 445 -1 1
406 443 -1 1
338 443 -1 1
335 434 -1 1
336 434 -1 1
325 431 -1 1
326 431 -1 1
301 431 -1 1
95 430 -1 1
315 429 -1 1
305 428 -1 1
306 428 -1 1
123 428 -1 1
386 427 -1 1
239 426 -1 1
367 426 -1 1
255 422 -1 1
446 422 -1 1
256 422 -1 1
336 421 -1 1
314 421 -1 1
336 420 -1 1
345 419 -1 1
415 418 -1 1
317 418 -1 1
307 418 -1 1
358 415 -1 1
358 414 -1 1
87 414 -1 1
399 414 -1 1
399 413 -1 1
424 412 -1 1
281 412 -1 1
186 412 -1 1
423 412 -1 1
282 412 -1 1
185 412 -1 1
117 412 -1 1
149 410 -1 1
202 409 -1 1
377 408 -1 1
274 408 -1 1
275 407 -1 1
439 406 -1 1
385 406 -1 1
424 400 -1 1
109 398 -1 1
111 396 -1 1
112 396 -1 1
142 394 -1 1
69 394 -1 1
295 392 -1 1
75 390 -1 1
213 389 -1 1
257 386 -1 1
170 384 -1 1
171 384 -1 1
317 383 -1 1
133 382 -1 1
394 376 -1 1
367 375 -1 1
421 375 -1 1
158 375 -1 1
233 374 -1 1
234 374 -1 1
133 371 -1 1
177 367 -1 1
216 362 -1 1
215 362 -1 1
215 361 -1 1
99 358 -1 1
98 358 -1 1
181 354 -1 1
115 354 -1 1
216 352 -1 1
216 351 -1 1
215 351 -1 1
244 351 -1 1
226 347 -1 1
226 346 -1 1
121 345 -1 1
161 343 -1 1
268 341 -1 1
268 340 -1 1
297 339 -1 1
298 339 -1 1
251 339 -1 1
61 339 -1 1
251 338 -1 1
395 335 -1 1
64 335 -1 1
395 334 -1 1
193 334 -1 1
189 331 -1 1
237 329 -1 1
112 329 -1 1
112 328 -1 1
220 327 -1 1
148 325 -1 1
136 318 -1 1
435 314 -1 1
223 313 -1 1
253 312 -1 1
253 311 -1 1
323 305 -1 1
175 305 -1 1
447 301 -1 1
274 298 -1 1
131 294 -1 1
61 291 -1 1
329 288 -1 1
429 285 -1 1
235 285 -1 1
428 285 -1 1
438 284 -1 1
437 284 -1 1
137 281 -1 1
108 281 -1 1
219 280 -1 1
108 280 -1 1
403 280 -1 1
220 280 -1 1
435 278 -1 1
434 278 -1 1
320 276 -1 1
308 276 -1 1
407 276 -1 1
441 272 -1 1
440 272 -1 1
213 272 -1 1
245 269 -1 1
109 269 -1 1
109 268 -1 1
320 267 -1 1
319 267 -1 1
143 266 -1 1
252 265 -1 1
254 264 -1 1
253 264 -1 1
121 263 -1 1
420 262 -1 1
121 262 -1 1
244 258 -1 1
259 256 -1 1
313 252 -1 1
356 251 -1 1
429 250 -1 1
428 250 -1 1
351 247 -1 1
271 247 -1 1
270 246 -1 1
236 246 -1 1
237 245 -1 1
219 243 -1 1
219 242 -1 1
293 241 -1 1
169 241 -1 1
124 241 -1 1
292 240 -1 1
169 240 -1 1
168 240 -1 1
124 240 -1 1
283 238 -1 1
96 237 -1 1
237 235 -1 1
225 235 -1 1
257 234 -1 1
256 234 -1 1
128 234 -1 1
109 234 -1 1
128 233 -1 1
388 233 -1 1
383 232 -1 1
228 232 -1 1
384 231 -1 1
383 231 -1 1
296 231 -1 1
295 231 -1 1
121 231 -1 1
121 230 -1 1
332 228 -1 1
331 228 -1 1
102 228 -1 1
320 226 -1 1
416 225 -1 1
260 225 -1 1
224 225 -1 1
124 225 -1 1
93 225 -1 1
415 224 -1 1
354 224 -1 1
284 219 -1 1
283 219 -1 1
231 219 -1 1
118 219 -1 1
235 216 -1 1
279 216 -1 1
236 216 -1 1
273 213 -1 1
140 212 -1 1
131 212 -1 1
140 211 -1 1
131 211 -1 1
360 208 -1 1
105 206 -1 1
326 205 -1 1
201 205 -1 1
326 204 -1 1
202 204 -1 1
435 202 -1 1
350 202 -1 1
204 202 -1 1
118 202 -1 1
205 201 -1 1
121 197 -1 1
121 196 -1 1
140 196 -1 1
227 194 -1 1
262 194 -1 1
228 194 -1 1
386 193 -1 1
275 191 -1 1
116 190 -1 1
381 190 -1 1
380 190 -1 1
208 189 -1 1
209 188 -1 1
279 186 -1 1
201 186 -1 1
202 185 -1 1
375 184 -1 1
374 184 -1 1
83 184 -1 1
83 183 -1 1
140 180 -1 1
140 179 -1 1
78 179 -1 1
96 177 -1 1
96 176 -1 1
158 173 -1 1
159 173 -1 1
185 172 -1 1
186 172 -1 1
199 162 -1 1
186 162 -1 1
207 162 -1 1
200 162 -1 1
187 162 -1 1
108 162 -1 1
96 162 -1 1
206 161 -1 1
110 161 -1 1
109 161 -1 1
110 160 -1 1
204 160 -1 1
348 159 -1 1
204 159 -1 1
347 159 -1 1
125 158 -1 1
305 157 -1 1
126 157 -1 1
357 156 -1 1
344 156 -1 1
194 156 -1 1
356 156 -1 1
343 156 -1 1
195 156 -1 1
128 155 -1 1
129 154 -1 1
132 151 -1 1
133 150 -1 1
135 148 -1 1
136 147 -1 1
161 146 -1 1
162 146 -1 1
427 145 -1 1
417 145 -1 1
367 145 -1 1
354 145 -1 1
138 145 -1 1
427 144 -1 1
417 144 -1 1
367 144 -1 1
354 144 -1 1
139 144 -1 1
337 143 -1 1
310 137 -1 1
265 137 -1 1
209 137 -1 1
136 137 -1 1
286 135 -1 1
303 134 -1 1
302 134 -1 1
389 126 -1 1
389 125 -1 1
386 123 -1 1
386 122 -1 1
372 121 -1 1
291 121 -1 1
158 121 -1 1
371 121 -1 1
290 121 -1 1
205 121 -1 1
159 121 -1 1
124 121 -1 1
105 121 -1 1
105 120 -1 1
148 118 -1 1
149 118 -1 1
167 115 -1 1
168 115 -1 1
172 112 -1 1
157 112 -1 1
173 112 -1 1
158 112 -1 1
382 110 -1 1
382 109 -1 1
348 109 -1 1
348 108 -1 1
115 108 -1 1
333 107 -1 1
351 103 -1 1
174 102 -1 1
158 102 -1 1
175 102 -1 1
159 102 -1 1
180 99 -1 1
163 99 -1 1
147 99 -1 1
181 99 -1 1
164 99 -1 1
148 99 -1 1
123 99 -1 1
169 96 -1 1
317 96 -1 1
203 96 -1 1
170 96 -1 1
102 96 -1 1
127 95 -1 1
287 93 -1 1
191 93 -1 1
192 93 -1 1
157 93 -1 1
266 92 -1 1
130 92 -1 1
108 89 -1 1
123 86 -1 1
175 83 -1 1
142 83 -1 1
