230 512 512
269 416 -1 1
269 415 -1 1
293 408 -1 1
292 408 -1 1
284 408 -1 1
215 404 -1 1
201 403 -1 1
285 402 -1 1
286 401 -1 1
288 399 -1 1
211 399 -1 1
288 398 -1 1
166 398 -1 1
308 397 -1 1
307 397 -1 1
236 397 -1 1
235 397 -1 1
308 396 -1 1
236 396 -1 1
169 395 -1 1
223 392 -1 1
219 390 -1 1
306 387 -1 1
232 386 -1 1
192 384 -1 1
195 382 -1 1
195 381 -1 1
193 380 -1 1
237 379 -1 1
236 379 -1 1
193 379 -1 1
193 378 -1 1
192 378 -1 1
209 377 -1 1
215 374 -1 1
279 372 -1 1
305 371 -1 1
304 371 -1 1
305 370 -1 1
208 368 -1 1
209 368 -1 1
238 361 -1 1
205 360 -1 1
286 358 -1 1
285 358 -1 1
242 352 -1 1
243 352 -1 1
205 352 -1 1
200 351 -1 1
197 350 -1 1
198 350 -1 1
297 347 -1 1
181 347 -1 1
238 345 -1 1
235 342 -1 1
225 342 -1 1
236 341 -1 1
235 341 -1 1
232 334 -1 1
231 334 -1 1
278 333 -1 1
232 333 -1 1
157 333 -1 1
277 333 -1 1
222 333 -1 1
193 333 -1 1
158 333 -1 1
223 332 -1 1
224 331 -1 1
246 327 -1 1
284 327 -1 1
247 327 -1 1
186 327 -1 1
302 326 -1 1
284 326 -1 1
257 326 -1 1
175 321 -1 1
230 320 -1 1
175 320 -1 1
174 320 -1 1
231 320 -1 1
184 320 -1 1
269 319 -1 1
221 317 -1 1
222 317 -1 1
190 317 -1 1
166 317 -1 1
160 317 -1 1
225 314 -1 1
195 314 -1 1
260 314 -1 1
226 314 -1 1
196 314 -1 1
260 313 -1 1
157 309 -1 1
244 308 -1 1
221 308 -1 1
189 308 -1 1
225 304 -1 1
257 303 -1 1
264 302 -1 1
257 302 -1 1
201 301 -1 1
202 301 -1 1
170 299 -1 1
251 298 -1 1
241 298 -1 1
219 298 -1 1
206 298 -1 1
186 298 -1 1
162 298 -1 1
251 297 -1 1
164 297 -1 1
190 295 -1 1
191 295 -1 1
244 294 -1 1
276 290 -1 1
224 290 -1 1
226 289 -1 1
225 289 -1 1
224 289 -1 1
161 289 -1 1
228 288 -1 1
238 288 -1 1
218 284 -1 1
194 282 -1 1
287 281 -1 1
194 281 -1 1
180 279 -1 1
161 277 -1 1
162 277 -1 1
266 276 -1 1
183 276 -1 1
162 276 -1 1
278 276 -1 1
184 276 -1 1
334 275 -1 1
279 275 -1 1
279 274 -1 1
281 273 -1 1
281 272 -1 1
291 266 -1 1
197 264 -1 1
196 264 -1 1
283 263 -1 1
212 263 -1 1
196 263 -1 1
329 263 -1 1
213 263 -1 1
285 262 -1 1
286 261 -1 1
333 260 -1 1
197 258 -1 1
155 256 -1 1
155 255 -1 1
307 254 -1 1
179 253 -1 1
304 253 -1 1
238 253 -1 1
305 252 -1 1
307 251 -1 1
306 251 -1 1
307 250 -1 1
184 247 -1 1
184 246 -1 1
197 244 -1 1
212 244 -1 1
347 243 -1 1
264 243 -1 1
211 243 -1 1
163 243 -1 1
334 243 -1 1
347 239 -1 1
303 239 -1 1
291 238 -1 1
341 238 -1 1
335 238 -1 1
199 236 -1 1
184 234 -1 1
184 233 -1 1
149 232 -1 1
194 231 -1 1
194 230 -1 1
155 230 -1 1
274 228 -1 1
145 228 -1 1
261 226 -1 1
303 225 -1 1
197 225 -1 1
297 224 -1 1
261 224 -1 1
325 222 -1 1
143 220 -1 1
336 219 -1 1
350 218 -1 1
344 218 -1 1
275 218 -1 1
313 216 -1 1
339 215 -1 1
320 215 -1 1
339 214 -1 1
320 214 -1 1
290 214 -1 1
290 213 -1 1
159 213 -1 1
194 212 -1 1
315 209 -1 1
310 209 -1 1
172 206 -1 1
288 200 -1 1
146 196 -1 1
321 196 -1 1
147 196 -1 1
262 193 -1 1
159 193 -1 1
295 191 -1 1
162 188 -1 1
151 187 -1 1
152 186 -1 1
151 186 -1 1
290 180 -1 1
300 178 -1 1
288 176 -1 1
294 164 -1 1
294 163 -1 1
319 159 -1 1
306 154 -1 1
306 134 -1 1
305 134 -1 1
304 134 -1 1
