471 512 512
234 443 -1 1
372 417 -1 1
232 411 -1 1
193 411 -1 1
313 409 -1 1
236 407 -1 1
237 407 -1 1
250 403 -1 1
268 399 -1 1
307 395 -1 1
307 394 -1 1
293 392 -1 1
304 392 -1 1
292 392 -1 1
304 391 -1 1
336 389 -1 1
319 388 -1 1
370 387 -1 1
111 382 -1 1
236 381 -1 1
111 381 -1 1
157 381 -1 1
156 381 -1 1
208 380 -1 1
110 379 -1 1
343 379 -1 1
327 378 -1 1
133 377 -1 1
331 375 -1 1
155 375 -1 1
356 374 -1 1
300 374 -1 1
331 369 -1 1
334 368 -1 1
259 368 -1 1
334 367 -1 1
317 367 -1 1
258 367 -1 1
317 366 -1 1
258 366 -1 1
61 364 -1 1
324 358 -1 1
325 358 -1 1
254 355 -1 1
166 355 -1 1
165 355 -1 1
299 354 -1 1
155 349 -1 1
426 348 -1 1
66 348 -1 1
66 347 -1 1
65 347 -1 1
436 344 -1 1
436 343 -1 1
428 342 -1 1
155 342 -1 1
427 342 -1 1
83 339 -1 1
84 339 -1 1
58 339 -1 1
144 338 -1 1
305 336 -1 1
306 336 -1 1
155 335 -1 1
144 335 -1 1
144 334 -1 1
247 333 -1 1
286 333 -1 1
163 333 -1 1
96 332 -1 1
176 331 -1 1
141 330 -1 1
437 330 -1 1
241 330 -1 1
140 330 -1 1
241 329 -1 1
232 329 -1 1
147 328 -1 1
64 326 -1 1
64 325 -1 1
285 324 -1 1
204 324 -1 1
341 322 -1 1
99 322 -1 1
99 321 -1 1
300 320 -1 1
163 320 -1 1
301 320 -1 1
273 320 -1 1
238 320 -1 1
273 319 -1 1
238 319 -1 1
145 316 -1 1
94 315 -1 1
155 314 -1 1
176 314 -1 1
235 313 -1 1
260 313 -1 1
251 313 -1 1
378 312 -1 1
251 312 -1 1
377 312 -1 1
200 310 -1 1
191 310 -1 1
312 308 -1 1
263 308 -1 1
213 307 -1 1
431 304 -1 1
296 304 -1 1
430 304 -1 1
297 304 -1 1
429 303 -1 1
216 301 -1 1
58 300 -1 1
86 298 -1 1
161 295 -1 1
99 294 -1 1
70 293 -1 1
222 291 -1 1
64 291 -1 1
290 290 -1 1
291 289 -1 1
166 289 -1 1
102 288 -1 1
93 288 -1 1
102 287 -1 1
194 280 -1 1
194 279 -1 1
238 279 -1 1
137 279 -1 1
73 279 -1 1
229 278 -1 1
99 278 -1 1
198 277 -1 1
99 277 -1 1
401 277 -1 1
198 276 -1 1
194 276 -1 1
420 276 -1 1
401 275 -1 1
79 275 -1 1
64 275 -1 1
401 274 -1 1
79 274 -1 1
414 273 -1 1
300 273 -1 1
200 273 -1 1
194 273 -1 1
156 273 -1 1
445 273 -1 1
413 273 -1 1
400 273 -1 1
301 273 -1 1
251 273 -1 1
399 272 -1 1
251 272 -1 1
196 272 -1 1
156 272 -1 1
156 271 -1 1
365 270 -1 1
54 269 -1 1
134 265 -1 1
423 260 -1 1
422 260 -1 1
126 259 -1 1
181 259 -1 1
339 258 -1 1
318 257 -1 1
319 257 -1 1
257 257 -1 1
370 256 -1 1
429 254 -1 1
428 254 -1 1
385 254 -1 1
288 254 -1 1
304 253 -1 1
83 253 -1 1
304 252 -1 1
423 251 -1 1
439 251 -1 1
422 251 -1 1
305 250 -1 1
254 250 -1 1
306 249 -1 1
254 249 -1 1
459 248 -1 1
140 247 -1 1
178 244 -1 1
238 243 -1 1
238 242 -1 1
213 242 -1 1
98 242 -1 1
291 241 -1 1
281 238 -1 1
282 238 -1 1
63 235 -1 1
425 235 -1 1
285 235 -1 1
203 235 -1 1
76 235 -1 1
64 235 -1 1
118 234 -1 1
439 232 -1 1
319 232 -1 1
438 232 -1 1
320 232 -1 1
288 232 -1 1
276 232 -1 1
81 232 -1 1
82 231 -1 1
81 231 -1 1
248 231 -1 1
248 230 -1 1
53 230 -1 1
54 229 -1 1
414 229 -1 1
279 229 -1 1
428 228 -1 1
241 228 -1 1
121 228 -1 1
455 227 -1 1
131 227 -1 1
455 226 -1 1
302 226 -1 1
295 225 -1 1
270 225 -1 1
260 225 -1 1
402 223 -1 1
401 223 -1 1
401 222 -1 1
382 219 -1 1
381 219 -1 1
280 218 -1 1
53 216 -1 1
282 216 -1 1
54 216 -1 1
282 215 -1 1
106 213 -1 1
106 212 -1 1
413 210 -1 1
412 210 -1 1
291 210 -1 1
342 209 -1 1
301 209 -1 1
260 209 -1 1
260 208 -1 1
80 208 -1 1
304 206 -1 1
397 204 -1 1
307 203 -1 1
254 203 -1 1
439 202 -1 1
439 201 -1 1
71 201 -1 1
244 200 -1 1
86 200 -1 1
72 200 -1 1
245 200 -1 1
87 200 -1 1
107 198 -1 1
118 197 -1 1
118 196 -1 1
325 196 -1 1
416 195 -1 1
342 194 -1 1
304 193 -1 1
102 193 -1 1
349 190 -1 1
350 190 -1 1
251 190 -1 1
93 190 -1 1
122 189 -1 1
261 188 -1 1
232 186 -1 1
57 184 -1 1
58 184 -1 1
386 183 -1 1
289 183 -1 1
178 183 -1 1
73 181 -1 1
320 181 -1 1
257 181 -1 1
74 181 -1 1
369 180 -1 1
368 180 -1 1
165 180 -1 1
112 180 -1 1
369 179 -1 1
165 179 -1 1
89 178 -1 1
336 178 -1 1
323 178 -1 1
90 178 -1 1
292 177 -1 1
228 177 -1 1
229 176 -1 1
304 174 -1 1
184 174 -1 1
159 174 -1 1
184 173 -1 1
250 172 -1 1
250 171 -1 1
249 171 -1 1
218 171 -1 1
150 171 -1 1
237 168 -1 1
227 166 -1 1
242 165 -1 1
243 164 -1 1
279 164 -1 1
105 162 -1 1
301 162 -1 1
257 162 -1 1
156 162 -1 1
106 162 -1 1
258 161 -1 1
366 161 -1 1
366 160 -1 1
212 159 -1 1
319 159 -1 1
211 159 -1 1
95 156 -1 1
295 156 -1 1
240 156 -1 1
96 156 -1 1
323 155 -1 1
184 150 -1 1
235 148 -1 1
175 148 -1 1
352 146 -1 1
330 146 -1 1
311 146 -1 1
301 146 -1 1
225 146 -1 1
311 145 -1 1
197 145 -1 1
197 144 -1 1
292 143 -1 1
228 143 -1 1
178 143 -1 1
137 143 -1 1
292 142 -1 1
257 142 -1 1
112 141 -1 1
113 140 -1 1
355 140 -1 1
140 140 -1 1
355 139 -1 1
200 139 -1 1
219 137 -1 1
385 137 -1 1
130 137 -1 1
317 136 -1 1
159 135 -1 1
102 135 -1 1
159 134 -1 1
103 134 -1 1
339 134 -1 1
160 134 -1 1
213 133 -1 1
194 133 -1 1
184 133 -1 1
146 133 -1 1
213 132 -1 1
254 130 -1 1
175 130 -1 1
226 128 -1 1
374 127 -1 1
356 126 -1 1
238 126 -1 1
178 126 -1 1
356 125 -1 1
355 125 -1 1
200 124 -1 1
251 123 -1 1
219 123 -1 1
181 121 -1 1
377 118 -1 1
216 114 -1 1
216 113 -1 1
380 111 -1 1
371 111 -1 1
179 110 -1 1
180 109 -1 1
276 108 -1 1
276 107 -1 1
412 107 -1 1
374 105 -1 1
254 105 -1 1
213 105 -1 1
172 105 -1 1
159 105 -1 1
146 105 -1 1
118 105 -1 1
394 104 -1 1
213 104 -1 1
162 102 -1 1
149 102 -1 1
121 102 -1 1
348 101 -1 1
193 101 -1 1
193 100 -1 1
259 99 -1 1
377 99 -1 1
260 99 -1 1
152 99 -1 1
124 99 -1 1
368 98 -1 1
342 96 -1 1
295 96 -1 1
219 96 -1 1
127 96 -1 1
273 95 -1 1
219 95 -1 1
345 93 -1 1
346 93 -1 1
267 93 -1 1
184 93 -1 1
169 93 -1 1
184 92 -1 1
170 92 -1 1
390 92 -1 1
222 92 -1 1
159 91 -1 1
365 89 -1 1
361 86 -1 1
361 85 -1 1
178 84 -1 1
194 83 -1 1
179 83 -1 1
314 83 -1 1
219 83 -1 1
195 83 -1 1
161 83 -1 1
160 83 -1 1
364 82 -1 1
219 82 -1 1
365 82 -1 1
129 82 -1 1
130 81 -1 1
181 81 -1 1
256 80 -1 1
182 80 -1 1
295 80 -1 1
257 80 -1 1
241 80 -1 1
317 79 -1 1
132 79 -1 1
133 78 -1 1
184 78 -1 1
273 77 -1 1
185 77 -1 1
260 77 -1 1
201 77 -1 1
205 74 -1 1
320 74 -1 1
227 74 -1 1
206 74 -1 1
261 70 -1 1
200 70 -1 1
314 67 -1 1
224 67 -1 1
181 65 -1 1
164 65 -1 1
182 64 -1 1
165 64 -1 1
215 63 -1 1
278 62 -1 1
235 58 -1 1
238 55 -1 1
241 52 -1 1
