336 512 512
341 443 -1 1
221 442 -1 1
221 441 -1 1
252 434 -1 1
221 432 -1 1
168 432 -1 1
375 432 -1 1
262 432 -1 1
375 431 -1 1
374 431 -1 1
273 429 -1 1
53 426 -1 1
129 421 -1 1
128 421 -1 1
220 417 -1 1
94 416 -1 1
126 415 -1 1
125 415 -1 1
58 409 -1 1
181 409 -1 1
72 402 -1 1
71 402 -1 1
164 401 -1 1
360 400 -1 1
236 399 -1 1
211 394 -1 1
65 391 -1 1
234 386 -1 1
226 385 -1 1
288 384 -1 1
90 379 -1 1
130 377 -1 1
144 376 -1 1
185 374 -1 1
297 372 -1 1
177 371 -1 1
176 371 -1 1
69 370 -1 1
317 368 -1 1
266 368 -1 1
343 366 -1 1
375 363 -1 1
321 363 -1 1
184 355 -1 1
122 355 -1 1
121 355 -1 1
116 354 -1 1
117 354 -1 1
117 353 -1 1
81 351 -1 1
137 351 -1 1
136 351 -1 1
136 350 -1 1
361 349 -1 1
172 349 -1 1
360 349 -1 1
88 347 -1 1
218 347 -1 1
109 347 -1 1
93 347 -1 1
94 346 -1 1
93 346 -1 1
90 345 -1 1
115 344 -1 1
140 343 -1 1
195 341 -1 1
249 341 -1 1
344 338 -1 1
344 337 -1 1
201 334 -1 1
284 332 -1 1
191 327 -1 1
76 322 -1 1
65 318 -1 1
65 317 -1 1
391 312 -1 1
177 308 -1 1
137 306 -1 1
399 299 -1 1
341 297 -1 1
108 281 -1 1
134 280 -1 1
394 276 -1 1
393 276 -1 1
385 270 -1 1
329 270 -1 1
263 270 -1 1
252 270 -1 1
370 267 -1 1
303 262 -1 1
145 262 -1 1
112 262 -1 1
312 260 -1 1
372 260 -1 1
311 260 -1 1
121 257 -1 1
290 254 -1 1
304 254 -1 1
289 254 -1 1
97 254 -1 1
285 251 -1 1
134 251 -1 1
284 251 -1 1
135 251 -1 1
166 248 -1 1
261 245 -1 1
394 241 -1 1
393 241 -1 1
120 241 -1 1
184 239 -1 1
281 238 -1 1
265 238 -1 1
280 238 -1 1
264 238 -1 1
277 235 -1 1
262 235 -1 1
250 235 -1 1
70 235 -1 1
276 235 -1 1
261 235 -1 1
249 235 -1 1
71 235 -1 1
83 233 -1 1
146 232 -1 1
121 232 -1 1
307 230 -1 1
157 230 -1 1
389 230 -1 1
255 229 -1 1
171 229 -1 1
149 229 -1 1
254 228 -1 1
231 226 -1 1
118 225 -1 1
260 222 -1 1
259 222 -1 1
236 221 -1 1
201 221 -1 1
235 221 -1 1
188 219 -1 1
187 219 -1 1
146 219 -1 1
60 219 -1 1
188 218 -1 1
342 218 -1 1
169 218 -1 1
255 216 -1 1
254 216 -1 1
64 216 -1 1
220 214 -1 1
88 214 -1 1
87 214 -1 1
337 212 -1 1
252 212 -1 1
206 212 -1 1
336 212 -1 1
251 212 -1 1
205 212 -1 1
162 212 -1 1
205 211 -1 1
365 211 -1 1
206 209 -1 1
194 209 -1 1
197 206 -1 1
156 206 -1 1
350 203 -1 1
349 203 -1 1
270 203 -1 1
211 203 -1 1
200 203 -1 1
270 202 -1 1
75 202 -1 1
159 200 -1 1
102 200 -1 1
89 200 -1 1
67 200 -1 1
400 199 -1 1
399 198 -1 1
93 197 -1 1
356 196 -1 1
302 196 -1 1
355 196 -1 1
301 196 -1 1
143 194 -1 1
99 190 -1 1
296 187 -1 1
295 187 -1 1
332 185 -1 1
331 185 -1 1
345 184 -1 1
331 184 -1 1
344 184 -1 1
70 184 -1 1
293 183 -1 1
292 183 -1 1
356 181 -1 1
355 181 -1 1
327 180 -1 1
327 179 -1 1
290 178 -1 1
289 178 -1 1
380 177 -1 1
312 175 -1 1
311 175 -1 1
121 175 -1 1
382 174 -1 1
382 173 -1 1
212 170 -1 1
155 169 -1 1
176 164 -1 1
175 164 -1 1
221 163 -1 1
80 163 -1 1
222 163 -1 1
261 162 -1 1
260 162 -1 1
242 160 -1 1
242 159 -1 1
241 159 -1 1
93 156 -1 1
277 155 -1 1
276 155 -1 1
248 155 -1 1
134 155 -1 1
77 155 -1 1
194 152 -1 1
381 150 -1 1
178 148 -1 1
178 147 -1 1
240 147 -1 1
271 146 -1 1
240 146 -1 1
270 146 -1 1
219 146 -1 1
197 146 -1 1
293 145 -1 1
292 145 -1 1
383 143 -1 1
290 140 -1 1
289 140 -1 1
143 140 -1 1
264 136 -1 1
263 136 -1 1
137 133 -1 1
73 133 -1 1
283 130 -1 1
282 130 -1 1
197 130 -1 1
118 130 -1 1
86 130 -1 1
302 127 -1 1
301 127 -1 1
99 127 -1 1
121 126 -1 1
191 124 -1 1
153 124 -1 1
143 124 -1 1
191 123 -1 1
83 121 -1 1
125 118 -1 1
74 118 -1 1
86 117 -1 1
293 115 -1 1
159 115 -1 1
292 114 -1 1
77 114 -1 1
290 111 -1 1
351 111 -1 1
289 111 -1 1
162 111 -1 1
162 110 -1 1
296 105 -1 1
295 105 -1 1
156 105 -1 1
115 104 -1 1
115 103 -1 1
293 102 -1 1
292 102 -1 1
222 102 -1 1
210 102 -1 1
236 100 -1 1
290 99 -1 1
278 99 -1 1
289 99 -1 1
277 99 -1 1
213 99 -1 1
231 96 -1 1
216 96 -1 1
143 96 -1 1
219 93 -1 1
165 93 -1 1
146 93 -1 1
165 92 -1 1
146 92 -1 1
267 91 -1 1
128 89 -1 1
129 89 -1 1
230 88 -1 1
181 86 -1 1
121 86 -1 1
192 85 -1 1
193 84 -1 1
77 84 -1 1
78 83 -1 1
184 83 -1 1
124 83 -1 1
207 82 -1 1
208 81 -1 1
268 80 -1 1
186 80 -1 1
267 80 -1 1
187 80 -1 1
93 80 -1 1
93 79 -1 1
167 79 -1 1
168 78 -1 1
189 77 -1 1
325 77 -1 1
190 77 -1 1
324 76 -1 1
322 69 -1 1
321 69 -1 1
190 67 -1 1
94 67 -1 1
121 64 -1 1
213 58 -1 1
200 58 -1 1
214 58 -1 1
201 58 -1 1
165 57 -1 1
93 57 -1 1
305 56 -1 1
293 56 -1 1
105 55 -1 1
317 54 -1 1
184 52 -1 1
