260 512 512
145 331 -1 1
124 325 -1 1
171 324 -1 1
171 323 -1 1
256 317 -1 1
264 314 -1 1
208 314 -1 1
167 314 -1 1
123 312 -1 1
302 311 -1 1
171 311 -1 1
331 303 -1 1
331 302 -1 1
319 298 -1 1
320 298 -1 1
325 295 -1 1
183 295 -1 1
326 295 -1 1
184 295 -1 1
60 291 -1 1
175 291 -1 1
350 289 -1 1
351 289 -1 1
309 288 -1 1
54 287 -1 1
108 286 -1 1
118 285 -1 1
141 284 -1 1
367 279 -1 1
134 275 -1 1
135 275 -1 1
124 275 -1 1
167 274 -1 1
166 274 -1 1
322 273 -1 1
166 273 -1 1
323 273 -1 1
305 273 -1 1
139 272 -1 1
140 272 -1 1
145 271 -1 1
145 270 -1 1
144 270 -1 1
146 269 -1 1
364 263 -1 1
378 260 -1 1
343 260 -1 1
179 260 -1 1
379 260 -1 1
344 260 -1 1
330 260 -1 1
329 260 -1 1
199 260 -1 1
180 260 -1 1
329 259 -1 1
329 257 -1 1
185 257 -1 1
205 257 -1 1
186 257 -1 1
329 256 -1 1
307 254 -1 1
308 254 -1 1
213 254 -1 1
161 254 -1 1
121 252 -1 1
389 250 -1 1
328 248 -1 1
304 248 -1 1
370 247 -1 1
358 247 -1 1
124 247 -1 1
373 244 -1 1
146 244 -1 1
146 243 -1 1
312 243 -1 1
313 242 -1 1
168 242 -1 1
364 241 -1 1
352 241 -1 1
66 239 -1 1
306 238 -1 1
307 238 -1 1
355 237 -1 1
310 235 -1 1
380 235 -1 1
311 235 -1 1
393 232 -1 1
228 232 -1 1
149 232 -1 1
358 231 -1 1
124 229 -1 1
124 228 -1 1
396 228 -1 1
396 227 -1 1
190 227 -1 1
191 227 -1 1
370 224 -1 1
388 224 -1 1
295 223 -1 1
296 222 -1 1
317 221 -1 1
239 219 -1 1
186 219 -1 1
240 219 -1 1
187 219 -1 1
75 218 -1 1
226 216 -1 1
227 216 -1 1
191 216 -1 1
374 215 -1 1
192 215 -1 1
349 215 -1 1
374 214 -1 1
349 214 -1 1
333 212 -1 1
140 209 -1 1
298 205 -1 1
186 202 -1 1
120 201 -1 1
301 200 -1 1
261 200 -1 1
302 200 -1 1
276 200 -1 1
262 200 -1 1
236 199 -1 1
236 198 -1 1
237 198 -1 1
237 197 -1 1
207 197 -1 1
208 197 -1 1
252 194 -1 1
215 194 -1 1
281 193 -1 1
158 190 -1 1
118 186 -1 1
185 183 -1 1
186 182 -1 1
165 181 -1 1
278 175 -1 1
159 175 -1 1
297 174 -1 1
266 174 -1 1
72 172 -1 1
162 171 -1 1
264 170 -1 1
264 169 -1 1
263 169 -1 1
73 169 -1 1
156 165 -1 1
156 164 -1 1
137 164 -1 1
170 162 -1 1
184 161 -1 1
174 159 -1 1
140 158 -1 1
219 156 -1 1
220 156 -1 1
200 155 -1 1
179 155 -1 1
261 151 -1 1
241 151 -1 1
82 148 -1 1
202 146 -1 1
269 144 -1 1
306 143 -1 1
305 143 -1 1
245 142 -1 1
93 142 -1 1
302 140 -1 1
301 140 -1 1
297 137 -1 1
296 137 -1 1
178 137 -1 1
261 136 -1 1
260 136 -1 1
159 135 -1 1
291 134 -1 1
290 134 -1 1
345 133 -1 1
391 132 -1 1
345 132 -1 1
314 131 -1 1
332 129 -1 1
193 129 -1 1
332 128 -1 1
109 128 -1 1
329 126 -1 1
329 125 -1 1
187 124 -1 1
413 123 -1 1
326 123 -1 1
326 122 -1 1
254 122 -1 1
253 122 -1 1
255 120 -1 1
234 120 -1 1
152 120 -1 1
273 120 -1 1
193 118 -1 1
306 118 -1 1
194 118 -1 1
293 117 -1 1
197 115 -1 1
198 115 -1 1
243 114 -1 1
137 114 -1 1
276 112 -1 1
203 112 -1 1
239 111 -1 1
241 109 -1 1
242 108 -1 1
159 108 -1 1
140 108 -1 1
120 108 -1 1
258 107 -1 1
398 107 -1 1
398 106 -1 1
299 105 -1 1
172 105 -1 1
171 105 -1 1
298 104 -1 1
351 104 -1 1
351 103 -1 1
273 102 -1 1
162 102 -1 1
348 101 -1 1
153 101 -1 1
348 100 -1 1
208 100 -1 1
316 99 -1 1
315 98 -1 1
156 95 -1 1
330 93 -1 1
357 88 -1 1
198 88 -1 1
357 87 -1 1
281 87 -1 1
199 87 -1 1
280 87 -1 1
319 85 -1 1
319 84 -1 1
255 81 -1 1
255 80 -1 1
175 79 -1 1
253 75 -1 1
252 75 -1 1
253 74 -1 1
151 74 -1 1
192 72 -1 1
255 71 -1 1
193 71 -1 1
335 69 -1 1
195 69 -1 1
335 68 -1 1
196 68 -1 1
218 67 -1 1
278 66 -1 1
278 65 -1 1
193 59 -1 1
197 54 -1 1
