324 512 512
407 457 -1 1
430 450 -1 1
167 442 -1 1
251 442 -1 1
88 435 -1 1
370 433 -1 1
138 433 -1 1
459 430 -1 1
100 426 -1 1
155 417 -1 1
108 417 -1 1
164 416 -1 1
116 414 -1 1
115 414 -1 1
167 411 -1 1
257 410 -1 1
158 409 -1 1
363 408 -1 1
426 407 -1 1
56 397 -1 1
176 396 -1 1
175 396 -1 1
176 395 -1 1
341 393 -1 1
205 392 -1 1
204 392 -1 1
204 391 -1 1
112 391 -1 1
155 391 -1 1
98 387 -1 1
387 386 -1 1
72 383 -1 1
61 383 -1 1
293 379 -1 1
164 377 -1 1
160 374 -1 1
274 373 -1 1
396 371 -1 1
263 371 -1 1
227 371 -1 1
345 368 -1 1
346 368 -1 1
225 367 -1 1
95 366 -1 1
439 365 -1 1
95 365 -1 1
333 365 -1 1
113 363 -1 1
92 363 -1 1
92 362 -1 1
433 361 -1 1
81 359 -1 1
436 358 -1 1
437 358 -1 1
368 353 -1 1
389 352 -1 1
390 352 -1 1
204 352 -1 1
432 349 -1 1
433 349 -1 1
69 349 -1 1
56 343 -1 1
55 343 -1 1
56 342 -1 1
411 341 -1 1
390 339 -1 1
374 339 -1 1
361 336 -1 1
78 336 -1 1
362 336 -1 1
68 335 -1 1
68 334 -1 1
431 331 -1 1
68 331 -1 1
412 329 -1 1
119 329 -1 1
118 329 -1 1
253 328 -1 1
277 327 -1 1
448 325 -1 1
448 324 -1 1
456 323 -1 1
406 323 -1 1
377 323 -1 1
348 321 -1 1
348 320 -1 1
399 317 -1 1
335 317 -1 1
141 316 -1 1
390 316 -1 1
150 316 -1 1
149 316 -1 1
316 315 -1 1
371 314 -1 1
371 313 -1 1
128 311 -1 1
456 311 -1 1
456 310 -1 1
245 310 -1 1
94 308 -1 1
75 307 -1 1
406 303 -1 1
129 303 -1 1
407 302 -1 1
406 302 -1 1
354 301 -1 1
353 301 -1 1
114 301 -1 1
458 298 -1 1
322 298 -1 1
457 298 -1 1
64 298 -1 1
454 295 -1 1
453 295 -1 1
446 293 -1 1
447 292 -1 1
138 292 -1 1
449 290 -1 1
240 289 -1 1
180 289 -1 1
405 287 -1 1
211 285 -1 1
210 285 -1 1
306 284 -1 1
307 283 -1 1
274 282 -1 1
220 282 -1 1
219 282 -1 1
302 279 -1 1
346 277 -1 1
331 277 -1 1
58 275 -1 1
58 274 -1 1
448 273 -1 1
368 273 -1 1
214 272 -1 1
213 272 -1 1
399 271 -1 1
430 268 -1 1
129 267 -1 1
296 263 -1 1
298 263 -1 1
298 262 -1 1
293 261 -1 1
292 260 -1 1
249 260 -1 1
293 260 -1 1
248 260 -1 1
214 256 -1 1
213 255 -1 1
182 255 -1 1
96 254 -1 1
85 254 -1 1
236 246 -1 1
235 246 -1 1
161 241 -1 1
265 239 -1 1
99 238 -1 1
64 238 -1 1
99 237 -1 1
118 237 -1 1
225 235 -1 1
156 235 -1 1
315 234 -1 1
225 234 -1 1
205 234 -1 1
156 234 -1 1
314 234 -1 1
246 234 -1 1
206 234 -1 1
191 233 -1 1
460 229 -1 1
408 226 -1 1
277 225 -1 1
276 225 -1 1
274 222 -1 1
273 222 -1 1
181 222 -1 1
181 221 -1 1
231 221 -1 1
429 220 -1 1
269 219 -1 1
315 219 -1 1
268 219 -1 1
236 219 -1 1
314 218 -1 1
263 216 -1 1
79 216 -1 1
334 215 -1 1
333 215 -1 1
51 215 -1 1
443 213 -1 1
442 213 -1 1
141 213 -1 1
271 212 -1 1
237 212 -1 1
178 212 -1 1
159 212 -1 1
348 211 -1 1
178 211 -1 1
439 210 -1 1
438 210 -1 1
328 206 -1 1
139 206 -1 1
327 206 -1 1
191 206 -1 1
140 206 -1 1
191 205 -1 1
376 205 -1 1
376 204 -1 1
296 203 -1 1
295 203 -1 1
143 203 -1 1
373 202 -1 1
373 201 -1 1
228 201 -1 1
426 200 -1 1
293 200 -1 1
250 200 -1 1
228 200 -1 1
425 200 -1 1
292 200 -1 1
249 200 -1 1
64 200 -1 1
312 199 -1 1
311 199 -1 1
423 197 -1 1
422 197 -1 1
289 197 -1 1
159 197 -1 1
321 196 -1 1
159 196 -1 1
320 196 -1 1
149 196 -1 1
285 194 -1 1
162 193 -1 1
82 193 -1 1
294 191 -1 1
