284 512 512
226 458 -1 1
247 453 -1 1
205 451 -1 1
251 450 -1 1
252 450 -1 1
310 441 -1 1
310 440 -1 1
311 439 -1 1
214 439 -1 1
166 439 -1 1
312 439 -1 1
243 437 -1 1
244 437 -1 1
287 431 -1 1
349 427 -1 1
183 426 -1 1
352 425 -1 1
246 425 -1 1
353 424 -1 1
270 421 -1 1
270 420 -1 1
226 418 -1 1
227 418 -1 1
265 414 -1 1
133 414 -1 1
313 413 -1 1
260 411 -1 1
260 410 -1 1
178 409 -1 1
225 409 -1 1
295 405 -1 1
295 404 -1 1
257 402 -1 1
279 401 -1 1
260 398 -1 1
214 396 -1 1
238 396 -1 1
215 396 -1 1
196 396 -1 1
282 395 -1 1
225 389 -1 1
276 389 -1 1
147 384 -1 1
147 383 -1 1
146 383 -1 1
260 383 -1 1
117 382 -1 1
117 381 -1 1
241 377 -1 1
376 374 -1 1
244 374 -1 1
128 373 -1 1
238 368 -1 1
238 367 -1 1
270 367 -1 1
260 367 -1 1
98 366 -1 1
98 365 -1 1
95 363 -1 1
95 362 -1 1
92 360 -1 1
92 359 -1 1
358 359 -1 1
357 358 -1 1
358 358 -1 1
250 355 -1 1
203 355 -1 1
179 355 -1 1
208 352 -1 1
196 349 -1 1
234 348 -1 1
234 347 -1 1
233 347 -1 1
218 346 -1 1
396 344 -1 1
119 344 -1 1
229 339 -1 1
141 337 -1 1
426 336 -1 1
234 336 -1 1
290 334 -1 1
238 333 -1 1
278 332 -1 1
241 330 -1 1
202 330 -1 1
154 330 -1 1
242 330 -1 1
226 330 -1 1
153 330 -1 1
255 328 -1 1
256 327 -1 1
231 327 -1 1
258 325 -1 1
372 324 -1 1
259 324 -1 1
261 322 -1 1
262 321 -1 1
335 321 -1 1
288 318 -1 1
244 317 -1 1
221 314 -1 1
222 314 -1 1
298 313 -1 1
210 311 -1 1
189 311 -1 1
211 311 -1 1
190 311 -1 1
168 310 -1 1
156 310 -1 1
155 310 -1 1
155 309 -1 1
182 307 -1 1
164 304 -1 1
163 304 -1 1
163 303 -1 1
95 303 -1 1
95 302 -1 1
68 301 -1 1
192 300 -1 1
260 300 -1 1
193 300 -1 1
260 299 -1 1
107 299 -1 1
53 299 -1 1
52 298 -1 1
396 297 -1 1
290 297 -1 1
289 297 -1 1
218 297 -1 1
123 297 -1 1
290 296 -1 1
218 296 -1 1
247 296 -1 1
273 294 -1 1
273 293 -1 1
180 292 -1 1
74 287 -1 1
394 287 -1 1
393 287 -1 1
394 286 -1 1
250 285 -1 1
189 285 -1 1
355 284 -1 1
354 284 -1 1
279 284 -1 1
355 283 -1 1
279 283 -1 1
332 283 -1 1
304 283 -1 1
332 282 -1 1
105 282 -1 1
105 281 -1 1
363 279 -1 1
362 279 -1 1
298 279 -1 1
363 278 -1 1
298 278 -1 1
157 278 -1 1
108 277 -1 1
138 277 -1 1
74 274 -1 1
232 273 -1 1
233 272 -1 1
276 272 -1 1
215 271 -1 1
324 270 -1 1
239 267 -1 1
240 266 -1 1
178 266 -1 1
248 265 -1 1
178 265 -1 1
100 265 -1 1
101 264 -1 1
93 263 -1 1
245 262 -1 1
181 262 -1 1
181 261 -1 1
166 256 -1 1
131 256 -1 1
167 255 -1 1
288 254 -1 1
258 253 -1 1
213 251 -1 1
212 251 -1 1
249 250 -1 1
124 247 -1 1
196 244 -1 1
197 244 -1 1
290 241 -1 1
212 241 -1 1
289 241 -1 1
270 241 -1 1
213 241 -1 1
269 240 -1 1
270 240 -1 1
130 240 -1 1
129 240 -1 1
217 238 -1 1
218 238 -1 1
166 238 -1 1
222 235 -1 1
207 235 -1 1
102 235 -1 1
223 235 -1 1
208 235 -1 1
103 235 -1 1
185 234 -1 1
186 233 -1 1
68 233 -1 1
229 232 -1 1
85 232 -1 1
230 232 -1 1
86 232 -1 1
189 230 -1 1
217 229 -1 1
190 229 -1 1
218 229 -1 1
272 228 -1 1
148 227 -1 1
149 226 -1 1
314 225 -1 1
128 224 -1 1
201 221 -1 1
202 220 -1 1
146 219 -1 1
150 216 -1 1
151 216 -1 1
139 213 -1 1
114 213 -1 1
313 212 -1 1
145 210 -1 1
369 209 -1 1
368 208 -1 1
353 207 -1 1
429 206 -1 1
300 203 -1 1
299 203 -1 1
169 203 -1 1
170 202 -1 1
161 200 -1 1
162 200 -1 1
146 200 -1 1
106 197 -1 1
290 197 -1 1
152 197 -1 1
107 197 -1 1
358 194 -1 1
284 194 -1 1
358 193 -1 1
166 189 -1 1
318 188 -1 1
407 187 -1 1
359 187 -1 1
193 187 -1 1
310 185 -1 1
150 181 -1 1
151 181 -1 1
126 179 -1 1
125 179 -1 1
126 178 -1 1
201 178 -1 1
212 175 -1 1
172 172 -1 1
133 172 -1 1
173 172 -1 1
134 172 -1 1
271 155 -1 1
284 147 -1 1
312 143 -1 1
119 143 -1 1
119 142 -1 1
192 140 -1 1
306 140 -1 1
193 140 -1 1
300 137 -1 1
282 135 -1 1
215 133 -1 1
198 114 -1 1
331 96 -1 1
205 89 -1 1
205 88 -1 1
204 88 -1 1
174 82 -1 1
235 69 -1 1
