413 512 512
346 456 -1 1
347 456 -1 1
334 453 -1 1
344 437 -1 1
345 437 -1 1
364 434 -1 1
333 434 -1 1
316 434 -1 1
365 434 -1 1
334 434 -1 1
317 434 -1 1
340 420 -1 1
340 419 -1 1
341 418 -1 1
340 418 -1 1
381 412 -1 1
350 412 -1 1
382 412 -1 1
351 412 -1 1
370 409 -1 1
346 406 -1 1
347 406 -1 1
190 405 -1 1
119 396 -1 1
118 396 -1 1
168 395 -1 1
360 394 -1 1
116 393 -1 1
115 393 -1 1
327 390 -1 1
383 390 -1 1
367 390 -1 1
328 390 -1 1
123 388 -1 1
123 387 -1 1
398 386 -1 1
155 385 -1 1
120 385 -1 1
155 384 -1 1
120 384 -1 1
75 383 -1 1
74 383 -1 1
266 382 -1 1
265 382 -1 1
117 382 -1 1
266 381 -1 1
117 381 -1 1
373 377 -1 1
318 377 -1 1
374 377 -1 1
319 377 -1 1
378 374 -1 1
379 374 -1 1
382 371 -1 1
330 371 -1 1
383 371 -1 1
344 371 -1 1
331 371 -1 1
334 368 -1 1
373 368 -1 1
335 368 -1 1
114 367 -1 1
130 366 -1 1
364 364 -1 1
271 363 -1 1
272 362 -1 1
271 362 -1 1
344 361 -1 1
62 360 -1 1
269 360 -1 1
61 360 -1 1
269 359 -1 1
268 359 -1 1
187 359 -1 1
373 358 -1 1
333 358 -1 1
334 357 -1 1
333 357 -1 1
91 357 -1 1
90 356 -1 1
415 355 -1 1
376 355 -1 1
377 355 -1 1
363 355 -1 1
351 355 -1 1
407 352 -1 1
408 352 -1 1
395 352 -1 1
341 352 -1 1
399 349 -1 1
370 349 -1 1
345 349 -1 1
152 347 -1 1
152 346 -1 1
374 346 -1 1
361 346 -1 1
361 345 -1 1
149 344 -1 1
120 344 -1 1
149 343 -1 1
120 343 -1 1
237 343 -1 1
127 341 -1 1
127 340 -1 1
344 339 -1 1
357 339 -1 1
345 339 -1 1
56 338 -1 1
402 336 -1 1
386 336 -1 1
211 335 -1 1
379 330 -1 1
173 329 -1 1
305 327 -1 1
306 327 -1 1
170 325 -1 1
169 325 -1 1
133 325 -1 1
