264 512 512
233 453 -1 1
367 453 -1 1
234 453 -1 1
262 450 -1 1
263 450 -1 1
299 447 -1 1
300 447 -1 1
168 445 -1 1
366 444 -1 1
163 443 -1 1
376 437 -1 1
335 437 -1 1
315 437 -1 1
272 437 -1 1
377 437 -1 1
336 437 -1 1
316 437 -1 1
273 437 -1 1
381 434 -1 1
366 434 -1 1
305 434 -1 1
277 434 -1 1
261 434 -1 1
382 434 -1 1
367 434 -1 1
306 434 -1 1
278 434 -1 1
262 434 -1 1
282 431 -1 1
248 431 -1 1
227 431 -1 1
387 431 -1 1
310 431 -1 1
283 431 -1 1
249 431 -1 1
228 431 -1 1
152 429 -1 1
344 428 -1 1
300 428 -1 1
255 428 -1 1
345 428 -1 1
301 428 -1 1
272 428 -1 1
256 428 -1 1
140 424 -1 1
128 422 -1 1
219 421 -1 1
393 418 -1 1
344 418 -1 1
329 418 -1 1
287 418 -1 1
262 415 -1 1
364 415 -1 1
348 415 -1 1
333 415 -1 1
291 415 -1 1
263 415 -1 1
102 414 -1 1
294 412 -1 1
281 412 -1 1
267 412 -1 1
369 412 -1 1
352 412 -1 1
323 412 -1 1
295 412 -1 1
282 412 -1 1
268 412 -1 1
251 412 -1 1
256 409 -1 1
374 409 -1 1
373 409 -1 1
257 409 -1 1
91 409 -1 1
373 408 -1 1
129 408 -1 1
218 407 -1 1
129 407 -1 1
188 405 -1 1
188 404 -1 1
387 402 -1 1
294 402 -1 1
285 399 -1 1
339 399 -1 1
310 399 -1 1
286 399 -1 1
273 399 -1 1
385 396 -1 1
386 396 -1 1
358 396 -1 1
301 396 -1 1
291 393 -1 1
392 393 -1 1
317 393 -1 1
292 393 -1 1
380 390 -1 1
381 390 -1 1
366 390 -1 1
336 390 -1 1
295 390 -1 1
295 389 -1 1
298 387 -1 1
298 386 -1 1
291 383 -1 1
283 379 -1 1
284 378 -1 1
323 377 -1 1
373 374 -1 1
342 374 -1 1
360 371 -1 1
414 371 -1 1
361 371 -1 1
266 371 -1 1
320 370 -1 1
311 370 -1 1
299 369 -1 1
299 368 -1 1
240 368 -1 1
407 366 -1 1
329 361 -1 1
117 360 -1 1
345 358 -1 1
350 355 -1 1
233 355 -1 1
407 352 -1 1
408 352 -1 1
355 352 -1 1
339 352 -1 1
326 352 -1 1
314 352 -1 1
256 352 -1 1
256 351 -1 1
267 351 -1 1
228 351 -1 1
400 350 -1 1
317 349 -1 1
237 349 -1 1
236 349 -1 1
403 346 -1 1
404 346 -1 1
320 346 -1 1
407 336 -1 1
304 336 -1 1
370 333 -1 1
335 333 -1 1
311 330 -1 1
339 330 -1 1
312 330 -1 1
373 323 -1 1
324 320 -1 1
323 320 -1 1
367 317 -1 1
440 316 -1 1
96 316 -1 1
277 315 -1 1
276 315 -1 1
276 314 -1 1
288 314 -1 1
338 312 -1 1
307 312 -1 1
101 312 -1 1
306 312 -1 1
297 311 -1 1
293 305 -1 1
392 298 -1 1
388 298 -1 1
294 295 -1 1
315 294 -1 1
269 293 -1 1
336 291 -1 1
163 291 -1 1
108 291 -1 1
359 286 -1 1
402 281 -1 1
377 272 -1 1
246 265 -1 1
455 262 -1 1
272 262 -1 1
161 262 -1 1
137 262 -1 1
272 261 -1 1
197 261 -1 1
448 255 -1 1
382 247 -1 1
263 242 -1 1
120 234 -1 1
212 232 -1 1
441 227 -1 1
442 226 -1 1
439 225 -1 1
438 225 -1 1
452 224 -1 1
438 224 -1 1
331 221 -1 1
424 219 -1 1
416 219 -1 1
228 218 -1 1
228 217 -1 1
191 217 -1 1
337 208 -1 1
414 206 -1 1
413 206 -1 1
152 206 -1 1
413 205 -1 1
212 205 -1 1
406 204 -1 1
212 204 -1 1
277 203 -1 1
426 201 -1 1
426 200 -1 1
335 200 -1 1
453 195 -1 1
340 195 -1 1
193 189 -1 1
193 188 -1 1
190 186 -1 1
425 184 -1 1
425 183 -1 1
414 183 -1 1
319 181 -1 1
401 179 -1 1
345 178 -1 1
290 177 -1 1
256 173 -1 1
180 172 -1 1
373 167 -1 1
373 166 -1 1
135 164 -1 1
142 161 -1 1
142 160 -1 1
421 158 -1 1
421 157 -1 1
147 155 -1 1
432 151 -1 1
432 150 -1 1
390 148 -1 1
200 147 -1 1
199 147 -1 1
200 146 -1 1
330 146 -1 1
319 139 -1 1
344 138 -1 1
335 132 -1 1
231 132 -1 1
220 132 -1 1
335 131 -1 1
252 128 -1 1
322 126 -1 1
262 125 -1 1
307 123 -1 1
269 123 -1 1
307 122 -1 1
404 120 -1 1
404 119 -1 1
343 115 -1 1
182 115 -1 1
228 112 -1 1
210 109 -1 1
353 94 -1 1
308 85 -1 1
298 85 -1 1
256 85 -1 1
256 84 -1 1
206 82 -1 1
323 77 -1 1
