451 512 512
428 472 -1 1
428 471 -1 1
427 471 -1 1
181 471 -1 1
180 471 -1 1
140 462 -1 1
266 462 -1 1
377 460 -1 1
378 459 -1 1
438 459 -1 1
364 457 -1 1
365 456 -1 1
146 456 -1 1
192 456 -1 1
164 455 -1 1
126 455 -1 1
201 454 -1 1
202 453 -1 1
388 451 -1 1
389 451 -1 1
358 451 -1 1
359 450 -1 1
313 450 -1 1
361 447 -1 1
99 447 -1 1
362 446 -1 1
237 445 -1 1
111 445 -1 1
158 441 -1 1
181 440 -1 1
440 437 -1 1
295 437 -1 1
235 437 -1 1
370 437 -1 1
296 437 -1 1
242 437 -1 1
371 436 -1 1
361 434 -1 1
195 434 -1 1
362 433 -1 1
201 433 -1 1
273 431 -1 1
274 430 -1 1
180 429 -1 1
355 428 -1 1
309 428 -1 1
442 427 -1 1
356 427 -1 1
309 427 -1 1
358 424 -1 1
359 424 -1 1
342 419 -1 1
343 418 -1 1
447 418 -1 1
367 416 -1 1
367 415 -1 1
449 411 -1 1
376 410 -1 1
377 409 -1 1
117 405 -1 1
452 403 -1 1
361 400 -1 1
361 399 -1 1
342 399 -1 1
364 397 -1 1
365 396 -1 1
262 396 -1 1
457 389 -1 1
327 386 -1 1
315 385 -1 1
354 384 -1 1
146 384 -1 1
355 383 -1 1
145 383 -1 1
146 383 -1 1
458 381 -1 1
458 380 -1 1
361 378 -1 1
468 377 -1 1
362 377 -1 1
261 376 -1 1
195 373 -1 1
155 370 -1 1
219 369 -1 1
155 369 -1 1
348 368 -1 1
272 367 -1 1
146 366 -1 1
419 365 -1 1
391 360 -1 1
207 355 -1 1
208 355 -1 1
127 355 -1 1
128 354 -1 1
139 354 -1 1
148 353 -1 1
160 349 -1 1
153 349 -1 1
358 348 -1 1
141 348 -1 1
340 345 -1 1
140 342 -1 1
112 337 -1 1
266 332 -1 1
393 332 -1 1
314 329 -1 1
314 328 -1 1
142 323 -1 1
141 323 -1 1
74 323 -1 1
218 322 -1 1
142 322 -1 1
75 322 -1 1
426 322 -1 1
425 322 -1 1
425 321 -1 1
351 321 -1 1
351 320 -1 1
168 320 -1 1
191 319 -1 1
327 319 -1 1
318 319 -1 1
190 319 -1 1
380 318 -1 1
347 318 -1 1
380 317 -1 1
347 317 -1 1
134 316 -1 1
134 315 -1 1
419 315 -1 1
418 314 -1 1
105 314 -1 1
106 313 -1 1
340 312 -1 1
339 311 -1 1
312 311 -1 1
273 311 -1 1
80 310 -1 1
149 310 -1 1
81 310 -1 1
365 309 -1 1
336 309 -1 1
364 308 -1 1
335 308 -1 1
317 303 -1 1
275 303 -1 1
316 303 -1 1
274 303 -1 1
365 300 -1 1
380 299 -1 1
379 298 -1 1
333 297 -1 1
321 296 -1 1
320 295 -1 1
196 295 -1 1
289 295 -1 1
110 295 -1 1
290 294 -1 1
111 294 -1 1
289 294 -1 1
341 293 -1 1
316 293 -1 1
340 292 -1 1
316 292 -1 1
121 292 -1 1
122 291 -1 1
123 290 -1 1
124 289 -1 1
74 288 -1 1
75 288 -1 1
257 287 -1 1
256 287 -1 1
147 283 -1 1
138 283 -1 1
301 281 -1 1
107 281 -1 1
460 280 -1 1
436 280 -1 1
83 280 -1 1
59 280 -1 1
58 280 -1 1
460 279 -1 1
436 279 -1 1
84 279 -1 1
98 279 -1 1
217 278 -1 1
451 277 -1 1
347 277 -1 1
451 276 -1 1
347 276 -1 1
66 274 -1 1
445 274 -1 1
422 274 -1 1
444 273 -1 1
422 273 -1 1
110 273 -1 1
291 273 -1 1
291 272 -1 1
290 272 -1 1
438 271 -1 1
437 270 -1 1
177 269 -1 1
103 267 -1 1
173 265 -1 1
126 263 -1 1
104 259 -1 1
92 259 -1 1
464 256 -1 1
251 256 -1 1
464 255 -1 1
463 255 -1 1
251 255 -1 1
250 255 -1 1
274 255 -1 1
466 254 -1 1
273 254 -1 1
327 251 -1 1
106 251 -1 1
439 245 -1 1
413 245 -1 1
413 244 -1 1
199 244 -1 1
409 243 -1 1
410 243 -1 1
463 242 -1 1
462 241 -1 1
458 239 -1 1
277 239 -1 1
458 238 -1 1
454 236 -1 1
349 236 -1 1
320 236 -1 1
454 235 -1 1
348 235 -1 1
320 235 -1 1
467 233 -1 1
213 233 -1 1
467 232 -1 1
212 232 -1 1
375 232 -1 1
391 228 -1 1
325 228 -1 1
121 228 -1 1
390 228 -1 1
387 224 -1 1
387 223 -1 1
469 223 -1 1
452 223 -1 1
468 222 -1 1
452 222 -1 1
389 222 -1 1
175 222 -1 1
174 222 -1 1
391 221 -1 1
389 221 -1 1
175 221 -1 1
96 221 -1 1
95 221 -1 1
95 220 -1 1
42 220 -1 1
464 220 -1 1
464 219 -1 1
64 219 -1 1
44 219 -1 1
44 218 -1 1
43 218 -1 1
64 218 -1 1
460 217 -1 1
444 217 -1 1
338 217 -1 1
459 216 -1 1
443 216 -1 1
338 216 -1 1
455 214 -1 1
420 214 -1 1
455 213 -1 1
420 213 -1 1
250 213 -1 1
249 213 -1 1
250 212 -1 1
433 211 -1 1
433 210 -1 1
258 205 -1 1
257 205 -1 1
257 204 -1 1
46 203 -1 1
43 203 -1 1
46 202 -1 1
45 202 -1 1
187 201 -1 1
352 200 -1 1
371 199 -1 1
370 199 -1 1
391 198 -1 1
49 198 -1 1
390 197 -1 1
50 197 -1 1
52 196 -1 1
52 195 -1 1
385 195 -1 1
384 194 -1 1
260 193 -1 1
261 193 -1 1
429 192 -1 1
261 188 -1 1
54 188 -1 1
262 187 -1 1
261 187 -1 1
55 187 -1 1
56 186 -1 1
56 185 -1 1
231 183 -1 1
230 182 -1 1
392 182 -1 1
231 182 -1 1
56 182 -1 1
392 181 -1 1
56 181 -1 1
55 181 -1 1
365 179 -1 1
334 179 -1 1
168 179 -1 1
364 178 -1 1
334 178 -1 1
168 178 -1 1
46 177 -1 1
379 176 -1 1
357 176 -1 1
379 175 -1 1
357 175 -1 1
211 175 -1 1
429 174 -1 1
372 173 -1 1
372 172 -1 1
342 171 -1 1
151 171 -1 1
207 170 -1 1
151 168 -1 1
51 167 -1 1
50 167 -1 1
50 166 -1 1
426 166 -1 1
425 166 -1 1
347 163 -1 1
320 163 -1 1
347 162 -1 1
389 162 -1 1
104 159 -1 1
226 158 -1 1
52 157 -1 1
461 157 -1 1
53 157 -1 1
91 156 -1 1
90 156 -1 1
90 155 -1 1
70 153 -1 1
69 153 -1 1
57 147 -1 1
56 147 -1 1
56 146 -1 1
472 146 -1 1
77 142 -1 1
78 142 -1 1
444 141 -1 1
79 139 -1 1
79 138 -1 1
207 138 -1 1
206 137 -1 1
468 137 -1 1
350 137 -1 1
468 136 -1 1
