314 512 512
255 468 -1 1
262 467 -1 1
262 466 -1 1
268 464 -1 1
268 463 -1 1
143 460 -1 1
221 458 -1 1
220 458 -1 1
214 457 -1 1
264 456 -1 1
308 455 -1 1
279 452 -1 1
280 452 -1 1
209 441 -1 1
208 441 -1 1
208 440 -1 1
207 440 -1 1
162 438 -1 1
161 438 -1 1
224 435 -1 1
156 435 -1 1
224 434 -1 1
155 434 -1 1
236 429 -1 1
402 428 -1 1
236 428 -1 1
290 426 -1 1
290 425 -1 1
177 425 -1 1
307 423 -1 1
235 419 -1 1
236 418 -1 1
224 416 -1 1
224 415 -1 1
228 413 -1 1
229 412 -1 1
129 412 -1 1
270 410 -1 1
270 409 -1 1
198 409 -1 1
354 408 -1 1
72 406 -1 1
263 403 -1 1
264 402 -1 1
279 393 -1 1
280 392 -1 1
168 389 -1 1
273 387 -1 1
263 387 -1 1
274 386 -1 1
264 386 -1 1
443 386 -1 1
58 386 -1 1
229 385 -1 1
57 385 -1 1
354 383 -1 1
376 382 -1 1
206 378 -1 1
207 377 -1 1
125 375 -1 1
124 374 -1 1
123 372 -1 1
241 372 -1 1
215 372 -1 1
124 372 -1 1
242 371 -1 1
216 371 -1 1
263 371 -1 1
85 371 -1 1
273 370 -1 1
264 370 -1 1
126 370 -1 1
85 370 -1 1
274 370 -1 1
205 369 -1 1
205 368 -1 1
82 368 -1 1
82 367 -1 1
105 366 -1 1
104 366 -1 1
102 363 -1 1
237 363 -1 1
101 363 -1 1
219 360 -1 1
64 360 -1 1
464 360 -1 1
240 360 -1 1
63 360 -1 1
457 359 -1 1
243 357 -1 1
246 354 -1 1
122 349 -1 1
121 349 -1 1
124 348 -1 1
247 343 -1 1
248 342 -1 1
426 341 -1 1
284 341 -1 1
221 340 -1 1
56 340 -1 1
222 339 -1 1
56 339 -1 1
225 337 -1 1
226 336 -1 1
230 334 -1 1
231 333 -1 1
150 333 -1 1
269 332 -1 1
336 331 -1 1
207 327 -1 1
206 327 -1 1
137 325 -1 1
286 322 -1 1
287 322 -1 1
247 321 -1 1
219 321 -1 1
171 321 -1 1
248 320 -1 1
219 320 -1 1
374 319 -1 1
374 318 -1 1
446 315 -1 1
193 315 -1 1
193 314 -1 1
181 311 -1 1
284 310 -1 1
139 306 -1 1
302 306 -1 1
250 306 -1 1
168 306 -1 1
301 305 -1 1
241 305 -1 1
302 305 -1 1
91 305 -1 1
91 304 -1 1
354 303 -1 1
51 303 -1 1
76 302 -1 1
75 301 -1 1
190 299 -1 1
209 299 -1 1
64 299 -1 1
209 298 -1 1
177 298 -1 1
176 298 -1 1
177 297 -1 1
82 296 -1 1
82 295 -1 1
305 294 -1 1
161 294 -1 1
154 293 -1 1
196 292 -1 1
197 291 -1 1
207 290 -1 1
190 289 -1 1
136 289 -1 1
191 289 -1 1
94 289 -1 1
470 287 -1 1
172 287 -1 1
233 287 -1 1
68 287 -1 1
68 286 -1 1
67 286 -1 1
122 286 -1 1
181 284 -1 1
205 281 -1 1
69 276 -1 1
279 275 -1 1
211 275 -1 1
193 275 -1 1
280 275 -1 1
236 275 -1 1
160 273 -1 1
160 272 -1 1
159 272 -1 1
41 269 -1 1
235 267 -1 1
200 266 -1 1
253 266 -1 1
324 264 -1 1
332 263 -1 1
99 261 -1 1
100 260 -1 1
99 260 -1 1
233 260 -1 1
104 258 -1 1
104 257 -1 1
200 257 -1 1
470 256 -1 1
470 255 -1 1
109 255 -1 1
109 254 -1 1
138 252 -1 1
137 252 -1 1
116 250 -1 1
288 249 -1 1
168 240 -1 1
168 239 -1 1
274 237 -1 1
188 237 -1 1
170 234 -1 1
170 233 -1 1
257 232 -1 1
87 228 -1 1
268 228 -1 1
268 227 -1 1
134 222 -1 1
342 217 -1 1
341 216 -1 1
431 213 -1 1
431 212 -1 1
314 208 -1 1
308 204 -1 1
307 203 -1 1
351 203 -1 1
351 202 -1 1
303 201 -1 1
303 200 -1 1
299 198 -1 1
298 197 -1 1
322 197 -1 1
330 196 -1 1
322 196 -1 1
365 193 -1 1
364 193 -1 1
365 192 -1 1
313 187 -1 1
172 187 -1 1
305 184 -1 1
199 184 -1 1
198 184 -1 1
405 180 -1 1
404 180 -1 1
410 175 -1 1
410 174 -1 1
142 173 -1 1
424 164 -1 1
276 155 -1 1
463 153 -1 1
453 152 -1 1
49 152 -1 1
295 147 -1 1
43 147 -1 1
44 147 -1 1
44 146 -1 1
116 145 -1 1
116 144 -1 1
115 143 -1 1
377 143 -1 1
116 143 -1 1
378 142 -1 1
377 142 -1 1
289 136 -1 1
288 136 -1 1
360 133 -1 1
236 130 -1 1
345 129 -1 1
344 129 -1 1
62 127 -1 1
429 127 -1 1
428 126 -1 1
439 125 -1 1
351 125 -1 1
350 124 -1 1
426 124 -1 1
347 122 -1 1
186 122 -1 1
86 122 -1 1
347 121 -1 1
187 121 -1 1
87 121 -1 1
435 121 -1 1
435 120 -1 1
67 120 -1 1
