283 512 512
170 466 -1 1
165 466 -1 1
164 466 -1 1
245 462 -1 1
244 462 -1 1
255 454 -1 1
255 453 -1 1
179 453 -1 1
178 452 -1 1
178 451 -1 1
160 451 -1 1
159 451 -1 1
123 433 -1 1
187 433 -1 1
301 429 -1 1
97 425 -1 1
141 421 -1 1
142 420 -1 1
141 420 -1 1
140 420 -1 1
140 419 -1 1
130 418 -1 1
318 417 -1 1
159 416 -1 1
158 415 -1 1
152 413 -1 1
152 412 -1 1
262 411 -1 1
169 410 -1 1
168 409 -1 1
141 407 -1 1
140 406 -1 1
298 403 -1 1
298 402 -1 1
191 387 -1 1
190 387 -1 1
191 386 -1 1
234 386 -1 1
112 382 -1 1
185 380 -1 1
44 379 -1 1
65 378 -1 1
192 377 -1 1
199 374 -1 1
306 372 -1 1
97 372 -1 1
96 372 -1 1
452 371 -1 1
97 371 -1 1
455 368 -1 1
438 367 -1 1
212 367 -1 1
455 367 -1 1
211 367 -1 1
224 366 -1 1
255 364 -1 1
198 364 -1 1
452 361 -1 1
213 358 -1 1
431 358 -1 1
430 358 -1 1
431 357 -1 1
429 350 -1 1
429 349 -1 1
184 347 -1 1
183 347 -1 1
184 346 -1 1
430 346 -1 1
431 345 -1 1
430 345 -1 1
248 343 -1 1
217 342 -1 1
181 342 -1 1
261 342 -1 1
233 342 -1 1
260 341 -1 1
261 341 -1 1
241 341 -1 1
240 340 -1 1
321 339 -1 1
320 339 -1 1
281 339 -1 1
261 336 -1 1
244 334 -1 1
69 334 -1 1
107 332 -1 1
180 331 -1 1
323 328 -1 1
126 328 -1 1
250 327 -1 1
198 325 -1 1
197 325 -1 1
198 324 -1 1
249 318 -1 1
213 318 -1 1
265 317 -1 1
188 316 -1 1
178 315 -1 1
177 315 -1 1
177 314 -1 1
187 314 -1 1
177 312 -1 1
176 311 -1 1
176 309 -1 1
175 308 -1 1
271 307 -1 1
214 307 -1 1
207 307 -1 1
139 306 -1 1
86 305 -1 1
127 304 -1 1
126 304 -1 1
127 303 -1 1
127 302 -1 1
162 298 -1 1
271 297 -1 1
87 297 -1 1
114 293 -1 1
151 292 -1 1
268 292 -1 1
263 290 -1 1
262 290 -1 1
143 287 -1 1
251 286 -1 1
79 285 -1 1
202 285 -1 1
251 284 -1 1
58 283 -1 1
269 282 -1 1
94 282 -1 1
135 281 -1 1
57 281 -1 1
56 281 -1 1
191 279 -1 1
126 279 -1 1
107 277 -1 1
106 277 -1 1
107 276 -1 1
82 276 -1 1
200 273 -1 1
199 273 -1 1
116 272 -1 1
89 270 -1 1
70 270 -1 1
86 267 -1 1
86 266 -1 1
205 265 -1 1
147 259 -1 1
59 259 -1 1
43 259 -1 1
130 258 -1 1
154 255 -1 1
51 252 -1 1
125 250 -1 1
139 250 -1 1
46 250 -1 1
46 249 -1 1
116 247 -1 1
95 245 -1 1
192 244 -1 1
86 244 -1 1
199 243 -1 1
77 241 -1 1
69 240 -1 1
106 239 -1 1
165 238 -1 1
107 238 -1 1
177 235 -1 1
63 234 -1 1
51 233 -1 1
159 231 -1 1
186 229 -1 1
141 226 -1 1
153 225 -1 1
67 224 -1 1
345 223 -1 1
145 220 -1 1
338 218 -1 1
90 218 -1 1
259 217 -1 1
258 216 -1 1
127 216 -1 1
128 216 -1 1
125 216 -1 1
262 209 -1 1
122 209 -1 1
300 209 -1 1
53 201 -1 1
53 200 -1 1
88 199 -1 1
298 199 -1 1
297 198 -1 1
110 198 -1 1
91 197 -1 1
92 197 -1 1
234 195 -1 1
73 195 -1 1
233 194 -1 1
94 194 -1 1
166 194 -1 1
93 194 -1 1
75 193 -1 1
65 191 -1 1
156 190 -1 1
65 190 -1 1
157 190 -1 1
113 190 -1 1
114 189 -1 1
134 189 -1 1
112 189 -1 1
237 188 -1 1
54 188 -1 1
54 187 -1 1
258 185 -1 1
175 185 -1 1
57 185 -1 1
58 184 -1 1
165 184 -1 1
224 183 -1 1
223 183 -1 1
103 183 -1 1
123 182 -1 1
61 182 -1 1
61 181 -1 1
86 180 -1 1
136 179 -1 1
180 177 -1 1
312 175 -1 1
121 174 -1 1
115 167 -1 1
114 166 -1 1
172 165 -1 1
128 165 -1 1
269 164 -1 1
291 159 -1 1
290 158 -1 1
113 154 -1 1
122 152 -1 1
249 138 -1 1
117 135 -1 1
117 134 -1 1
229 125 -1 1
246 124 -1 1
228 124 -1 1
222 122 -1 1
152 122 -1 1
221 121 -1 1
153 121 -1 1
285 121 -1 1
293 119 -1 1
140 119 -1 1
233 118 -1 1
140 118 -1 1
240 115 -1 1
248 113 -1 1
247 112 -1 1
285 108 -1 1
242 108 -1 1
266 107 -1 1
265 107 -1 1
94 106 -1 1
66 106 -1 1
94 105 -1 1
156 104 -1 1
96 104 -1 1
83 103 -1 1
84 102 -1 1
285 98 -1 1
79 95 -1 1
120 94 -1 1
81 94 -1 1
120 93 -1 1
108 93 -1 1
83 92 -1 1
105 84 -1 1
144 81 -1 1
115 79 -1 1
125 66 -1 1
148 66 -1 1
183 60 -1 1
149 56 -1 1
159 53 -1 1
130 50 -1 1
