425 512 512
283 468 -1 1
385 467 -1 1
386 467 -1 1
405 460 -1 1
386 457 -1 1
386 456 -1 1
411 453 -1 1
412 452 -1 1
374 450 -1 1
381 440 -1 1
397 428 -1 1
397 427 -1 1
296 423 -1 1
295 423 -1 1
295 422 -1 1
394 417 -1 1
380 415 -1 1
381 414 -1 1
292 414 -1 1
384 412 -1 1
328 411 -1 1
329 411 -1 1
430 410 -1 1
413 409 -1 1
422 407 -1 1
272 401 -1 1
389 400 -1 1
390 399 -1 1
396 396 -1 1
407 396 -1 1
278 391 -1 1
279 390 -1 1
422 389 -1 1
205 386 -1 1
192 381 -1 1
193 380 -1 1
382 375 -1 1
383 374 -1 1
211 372 -1 1
212 371 -1 1
401 369 -1 1
401 368 -1 1
248 368 -1 1
449 366 -1 1
139 361 -1 1
139 360 -1 1
267 358 -1 1
153 358 -1 1
157 356 -1 1
157 355 -1 1
114 353 -1 1
115 353 -1 1
183 352 -1 1
397 351 -1 1
239 350 -1 1
240 350 -1 1
137 349 -1 1
136 349 -1 1
174 347 -1 1
175 346 -1 1
88 344 -1 1
148 343 -1 1
109 343 -1 1
148 342 -1 1
110 342 -1 1
206 334 -1 1
189 334 -1 1
207 333 -1 1
190 333 -1 1
87 332 -1 1
164 331 -1 1
165 330 -1 1
218 328 -1 1
219 327 -1 1
415 327 -1 1
86 323 -1 1
88 321 -1 1
372 321 -1 1
177 321 -1 1
74 321 -1 1
373 320 -1 1
178 320 -1 1
90 320 -1 1
91 320 -1 1
102 318 -1 1
101 318 -1 1
77 318 -1 1
101 317 -1 1
246 316 -1 1
225 315 -1 1
140 315 -1 1
225 314 -1 1
141 314 -1 1
101 314 -1 1
82 314 -1 1
81 314 -1 1
111 313 -1 1
100 313 -1 1
101 313 -1 1
82 313 -1 1
231 312 -1 1
171 312 -1 1
232 311 -1 1
214 311 -1 1
400 311 -1 1
159 311 -1 1
82 311 -1 1
400 310 -1 1
159 310 -1 1
103 310 -1 1
105 308 -1 1
82 306 -1 1
95 304 -1 1
346 303 -1 1
84 302 -1 1
153 302 -1 1
137 302 -1 1
154 301 -1 1
193 299 -1 1
156 299 -1 1
117 299 -1 1
194 298 -1 1
157 298 -1 1
118 298 -1 1
220 297 -1 1
269 296 -1 1
121 296 -1 1
270 295 -1 1
122 295 -1 1
432 295 -1 1
339 295 -1 1
432 294 -1 1
45 294 -1 1
46 293 -1 1
45 293 -1 1
201 293 -1 1
201 292 -1 1
350 290 -1 1
336 286 -1 1
209 286 -1 1
209 285 -1 1
107 282 -1 1
178 280 -1 1
75 280 -1 1
74 280 -1 1
179 279 -1 1
75 279 -1 1
45 279 -1 1
132 277 -1 1
181 277 -1 1
182 276 -1 1
236 274 -1 1
184 274 -1 1
236 273 -1 1
185 273 -1 1
240 271 -1 1
241 270 -1 1
471 270 -1 1
126 270 -1 1
126 267 -1 1
354 266 -1 1
218 266 -1 1
354 265 -1 1
342 264 -1 1
250 264 -1 1
234 264 -1 1
250 263 -1 1
235 263 -1 1
222 262 -1 1
212 261 -1 1
83 261 -1 1
212 260 -1 1
83 260 -1 1
269 260 -1 1
225 259 -1 1
378 251 -1 1
378 250 -1 1
125 249 -1 1
146 246 -1 1
147 245 -1 1
146 245 -1 1
141 245 -1 1
253 244 -1 1
302 243 -1 1
383 242 -1 1
181 241 -1 1
169 238 -1 1
169 237 -1 1
142 237 -1 1
80 237 -1 1
407 236 -1 1
281 236 -1 1
407 235 -1 1
281 235 -1 1
51 235 -1 1
52 234 -1 1
51 234 -1 1
174 233 -1 1
145 233 -1 1
302 232 -1 1
175 232 -1 1
303 232 -1 1
140 229 -1 1
323 229 -1 1
139 229 -1 1
140 228 -1 1
266 224 -1 1
466 223 -1 1
297 223 -1 1
298 222 -1 1
429 222 -1 1
313 222 -1 1
301 220 -1 1
301 219 -1 1
136 218 -1 1
383 217 -1 1
383 216 -1 1
304 216 -1 1
305 215 -1 1
126 215 -1 1
227 212 -1 1
335 211 -1 1
227 211 -1 1
144 211 -1 1
167 208 -1 1
168 207 -1 1
192 206 -1 1
459 204 -1 1
224 203 -1 1
209 199 -1 1
210 199 -1 1
307 198 -1 1
307 197 -1 1
416 197 -1 1
416 196 -1 1
269 194 -1 1
270 193 -1 1
309 190 -1 1
92 188 -1 1
91 188 -1 1
80 185 -1 1
66 185 -1 1
81 184 -1 1
67 184 -1 1
93 183 -1 1
279 182 -1 1
70 182 -1 1
280 181 -1 1
71 181 -1 1
292 181 -1 1
293 180 -1 1
170 180 -1 1
189 178 -1 1
326 178 -1 1
190 178 -1 1
326 177 -1 1
222 177 -1 1
146 176 -1 1
146 175 -1 1
445 175 -1 1
199 175 -1 1
445 174 -1 1
199 174 -1 1
198 174 -1 1
165 174 -1 1
166 174 -1 1
246 173 -1 1
246 172 -1 1
156 168 -1 1
155 168 -1 1
159 166 -1 1
158 166 -1 1
73 166 -1 1
158 165 -1 1
144 164 -1 1
63 164 -1 1
242 162 -1 1
242 161 -1 1
207 160 -1 1
208 160 -1 1
209 159 -1 1
197 159 -1 1
209 158 -1 1
197 158 -1 1
114 157 -1 1
115 156 -1 1
86 156 -1 1
394 153 -1 1
305 153 -1 1
394 152 -1 1
305 152 -1 1
149 149 -1 1
128 148 -1 1
127 148 -1 1
341 146 -1 1
341 145 -1 1
117 144 -1 1
117 143 -1 1
160 143 -1 1
62 143 -1 1
146 141 -1 1
147 140 -1 1
83 139 -1 1
151 138 -1 1
151 137 -1 1
213 137 -1 1
325 136 -1 1
226 136 -1 1
213 136 -1 1
155 135 -1 1
156 134 -1 1
127 134 -1 1
458 133 -1 1
127 133 -1 1
78 132 -1 1
296 132 -1 1
118 132 -1 1
436 130 -1 1
119 130 -1 1
133 128 -1 1
134 127 -1 1
462 125 -1 1
461 125 -1 1
211 123 -1 1
78 123 -1 1
75 122 -1 1
274 122 -1 1
127 122 -1 1
391 121 -1 1
127 121 -1 1
392 121 -1 1
203 119 -1 1
203 118 -1 1
372 118 -1 1
435 116 -1 1
360 116 -1 1
359 116 -1 1
359 115 -1 1
292 115 -1 1
293 114 -1 1
232 113 -1 1
185 112 -1 1
140 112 -1 1
186 111 -1 1
141 111 -1 1
412 111 -1 1
308 111 -1 1
115 111 -1 1
412 110 -1 1
413 110 -1 1
457 108 -1 1
400 107 -1 1
164 106 -1 1
148 106 -1 1
164 105 -1 1
148 105 -1 1
165 105 -1 1
196 103 -1 1
179 103 -1 1
152 103 -1 1
88 103 -1 1
87 103 -1 1
86 103 -1 1
196 102 -1 1
179 102 -1 1
152 102 -1 1
87 102 -1 1
198 101 -1 1
342 100 -1 1
156 100 -1 1
157 99 -1 1
89 99 -1 1
415 98 -1 1
89 98 -1 1
414 98 -1 1
217 97 -1 1
188 97 -1 1
78 97 -1 1
218 96 -1 1
217 96 -1 1
189 96 -1 1
214 94 -1 1
214 93 -1 1
242 93 -1 1
137 92 -1 1
