558 512 512
262 468 -1 1
435 467 -1 1
227 466 -1 1
227 465 -1 1
448 465 -1 1
462 463 -1 1
203 463 -1 1
88 463 -1 1
89 462 -1 1
349 462 -1 1
88 462 -1 1
102 461 -1 1
255 460 -1 1
184 460 -1 1
441 455 -1 1
96 455 -1 1
251 454 -1 1
399 452 -1 1
332 450 -1 1
105 450 -1 1
319 449 -1 1
375 449 -1 1
334 449 -1 1
333 449 -1 1
333 448 -1 1
396 448 -1 1
396 447 -1 1
395 447 -1 1
345 447 -1 1
225 446 -1 1
440 446 -1 1
168 445 -1 1
411 444 -1 1
264 444 -1 1
123 443 -1 1
379 442 -1 1
91 441 -1 1
339 441 -1 1
339 440 -1 1
164 440 -1 1
184 439 -1 1
270 438 -1 1
289 436 -1 1
444 436 -1 1
82 434 -1 1
107 434 -1 1
118 433 -1 1
75 432 -1 1
182 431 -1 1
80 425 -1 1
79 425 -1 1
441 424 -1 1
365 424 -1 1
88 424 -1 1
366 423 -1 1
88 423 -1 1
87 423 -1 1
380 423 -1 1
379 423 -1 1
365 423 -1 1
466 419 -1 1
446 415 -1 1
72 413 -1 1
73 413 -1 1
448 404 -1 1
278 403 -1 1
283 401 -1 1
282 401 -1 1
282 400 -1 1
236 400 -1 1
84 400 -1 1
270 399 -1 1
347 397 -1 1
362 396 -1 1
348 396 -1 1
260 396 -1 1
372 394 -1 1
353 394 -1 1
285 394 -1 1
240 394 -1 1
373 393 -1 1
354 393 -1 1
286 393 -1 1
339 392 -1 1
450 392 -1 1
357 391 -1 1
342 391 -1 1
290 391 -1 1
256 391 -1 1
452 390 -1 1
358 390 -1 1
342 390 -1 1
290 390 -1 1
275 390 -1 1
219 389 -1 1
309 388 -1 1
245 386 -1 1
211 386 -1 1
425 385 -1 1
325 381 -1 1
202 381 -1 1
443 380 -1 1
450 380 -1 1
449 379 -1 1
317 379 -1 1
221 379 -1 1
282 378 -1 1
310 377 -1 1
77 377 -1 1
330 376 -1 1
310 376 -1 1
76 376 -1 1
331 376 -1 1
195 376 -1 1
75 376 -1 1
285 375 -1 1
265 375 -1 1
250 375 -1 1
286 374 -1 1
265 374 -1 1
250 374 -1 1
446 374 -1 1
213 374 -1 1
61 374 -1 1
61 373 -1 1
304 372 -1 1
412 372 -1 1
411 371 -1 1
390 371 -1 1
94 369 -1 1
73 369 -1 1
221 369 -1 1
74 369 -1 1
221 368 -1 1
257 368 -1 1
258 367 -1 1
247 367 -1 1
446 366 -1 1
282 364 -1 1
283 364 -1 1
267 362 -1 1
371 362 -1 1
342 362 -1 1
109 360 -1 1
398 359 -1 1
159 359 -1 1
109 359 -1 1
108 359 -1 1
