263 512 512
288 432 -1 1
301 425 -1 1
294 423 -1 1
269 421 -1 1
292 413 -1 1
324 412 -1 1
291 412 -1 1
303 411 -1 1
319 406 -1 1
214 406 -1 1
214 405 -1 1
318 399 -1 1
273 399 -1 1
218 396 -1 1
209 395 -1 1
242 393 -1 1
234 393 -1 1
311 386 -1 1
304 385 -1 1
239 384 -1 1
311 378 -1 1
218 378 -1 1
312 377 -1 1
311 377 -1 1
219 377 -1 1
209 372 -1 1
217 370 -1 1
323 367 -1 1
296 367 -1 1
206 365 -1 1
241 364 -1 1
188 361 -1 1
315 360 -1 1
189 360 -1 1
188 360 -1 1
328 360 -1 1
327 360 -1 1
236 360 -1 1
327 359 -1 1
204 355 -1 1
203 355 -1 1
204 354 -1 1
178 351 -1 1
177 351 -1 1
302 350 -1 1
178 350 -1 1
345 350 -1 1
336 350 -1 1
314 350 -1 1
301 350 -1 1
244 347 -1 1
243 347 -1 1
243 346 -1 1
243 345 -1 1
243 344 -1 1
182 344 -1 1
218 343 -1 1
218 342 -1 1
192 341 -1 1
203 340 -1 1
246 340 -1 1
236 337 -1 1
257 336 -1 1
162 336 -1 1
197 335 -1 1
184 334 -1 1
246 334 -1 1
334 333 -1 1
226 331 -1 1
239 330 -1 1
315 329 -1 1
306 328 -1 1
199 328 -1 1
261 327 -1 1
230 327 -1 1
231 326 -1 1
298 324 -1 1
220 323 -1 1
208 323 -1 1
209 322 -1 1
279 322 -1 1
239 321 -1 1
239 320 -1 1
163 315 -1 1
326 315 -1 1
159 313 -1 1
166 313 -1 1
160 313 -1 1
267 312 -1 1
167 312 -1 1
168 311 -1 1
151 308 -1 1
184 306 -1 1
280 305 -1 1
261 305 -1 1
344 303 -1 1
343 302 -1 1
344 302 -1 1
178 299 -1 1
355 299 -1 1
225 299 -1 1
166 299 -1 1
226 298 -1 1
266 298 -1 1
332 297 -1 1
167 297 -1 1
167 294 -1 1
166 294 -1 1
267 290 -1 1
232 289 -1 1
233 288 -1 1
267 287 -1 1
297 286 -1 1
262 286 -1 1
140 286 -1 1
285 284 -1 1
373 284 -1 1
291 283 -1 1
219 282 -1 1
248 280 -1 1
279 280 -1 1
238 280 -1 1
239 279 -1 1
238 279 -1 1
238 278 -1 1
237 278 -1 1
348 276 -1 1
336 274 -1 1
319 274 -1 1
143 274 -1 1
335 273 -1 1
253 273 -1 1
163 273 -1 1
162 273 -1 1
143 273 -1 1
336 273 -1 1
345 268 -1 1
277 268 -1 1
372 267 -1 1
205 264 -1 1
206 263 -1 1
356 262 -1 1
175 261 -1 1
358 260 -1 1
175 260 -1 1
266 254 -1 1
281 254 -1 1
281 253 -1 1
151 253 -1 1
364 252 -1 1
364 251 -1 1
363 251 -1 1
366 250 -1 1
368 248 -1 1
203 248 -1 1
204 247 -1 1
301 247 -1 1
300 246 -1 1
162 246 -1 1
301 246 -1 1
161 244 -1 1
304 243 -1 1
161 243 -1 1
162 243 -1 1
274 241 -1 1
344 240 -1 1
346 238 -1 1
360 238 -1 1
256 237 -1 1
348 236 -1 1
333 235 -1 1
321 235 -1 1
334 234 -1 1
257 234 -1 1
142 231 -1 1
373 228 -1 1
355 228 -1 1
170 228 -1 1
170 227 -1 1
341 220 -1 1
350 219 -1 1
350 218 -1 1
169 218 -1 1
268 216 -1 1
311 216 -1 1
255 216 -1 1
312 215 -1 1
255 215 -1 1
325 214 -1 1
118 213 -1 1
372 212 -1 1
119 212 -1 1
295 211 -1 1
299 209 -1 1
299 208 -1 1
229 208 -1 1
229 207 -1 1
363 206 -1 1
159 205 -1 1
287 204 -1 1
316 204 -1 1
320 202 -1 1
321 201 -1 1
281 201 -1 1
281 200 -1 1
285 200 -1 1
284 200 -1 1
285 199 -1 1
258 199 -1 1
264 195 -1 1
327 193 -1 1
246 193 -1 1
273 193 -1 1
274 192 -1 1
273 192 -1 1
221 190 -1 1
354 189 -1 1
353 189 -1 1
272 189 -1 1
221 189 -1 1
278 188 -1 1
271 188 -1 1
239 188 -1 1
239 187 -1 1
164 187 -1 1
163 186 -1 1
164 186 -1 1
350 185 -1 1
365 183 -1 1
238 183 -1 1
157 178 -1 1
287 174 -1 1
288 174 -1 1
330 170 -1 1
331 167 -1 1
255 167 -1 1
332 166 -1 1
331 166 -1 1
311 165 -1 1
283 164 -1 1
346 163 -1 1
268 160 -1 1
268 159 -1 1
285 156 -1 1
285 155 -1 1
342 154 -1 1
296 152 -1 1
149 140 -1 1
123 139 -1 1
123 138 -1 1
124 136 -1 1
338 134 -1 1
339 134 -1 1
288 133 -1 1
126 127 -1 1
317 125 -1 1
309 124 -1 1
121 124 -1 1
328 122 -1 1
329 122 -1 1
290 119 -1 1
146 116 -1 1
147 116 -1 1
