374 512 512
421 472 -1 1
108 468 -1 1
184 465 -1 1
83 465 -1 1
230 463 -1 1
263 460 -1 1
262 460 -1 1
262 459 -1 1
373 455 -1 1
238 455 -1 1
182 455 -1 1
120 455 -1 1
152 453 -1 1
61 453 -1 1
180 452 -1 1
441 450 -1 1
113 447 -1 1
425 444 -1 1
463 444 -1 1
103 440 -1 1
102 440 -1 1
421 432 -1 1
420 432 -1 1
365 432 -1 1
199 432 -1 1
106 431 -1 1
109 430 -1 1
44 426 -1 1
43 425 -1 1
445 422 -1 1
237 422 -1 1
122 421 -1 1
431 416 -1 1
471 415 -1 1
471 414 -1 1
74 407 -1 1
305 406 -1 1
99 406 -1 1
71 403 -1 1
231 403 -1 1
413 402 -1 1
167 401 -1 1
193 400 -1 1
44 397 -1 1
316 395 -1 1
96 395 -1 1
369 394 -1 1
370 393 -1 1
115 392 -1 1
308 386 -1 1
187 385 -1 1
121 385 -1 1
186 385 -1 1
120 385 -1 1
106 384 -1 1
47 384 -1 1
105 383 -1 1
88 381 -1 1
194 381 -1 1
189 376 -1 1
125 376 -1 1
188 376 -1 1
126 376 -1 1
102 375 -1 1
101 375 -1 1
253 374 -1 1
106 374 -1 1
105 374 -1 1
391 373 -1 1
106 373 -1 1
379 372 -1 1
380 371 -1 1
87 371 -1 1
92 370 -1 1
91 370 -1 1
105 369 -1 1
91 369 -1 1
285 369 -1 1
110 363 -1 1
83 360 -1 1
53 358 -1 1
334 356 -1 1
334 355 -1 1
59 354 -1 1
418 352 -1 1
313 352 -1 1
312 352 -1 1
316 351 -1 1
311 350 -1 1
328 350 -1 1
113 350 -1 1
328 349 -1 1
386 349 -1 1
349 346 -1 1
392 345 -1 1
350 345 -1 1
244 345 -1 1
257 344 -1 1
256 344 -1 1
352 343 -1 1
353 342 -1 1
340 342 -1 1
162 342 -1 1
194 341 -1 1
322 341 -1 1
355 340 -1 1
356 339 -1 1
212 339 -1 1
211 338 -1 1
458 337 -1 1
457 337 -1 1
457 336 -1 1
329 336 -1 1
328 336 -1 1
270 336 -1 1
262 335 -1 1
267 334 -1 1
263 334 -1 1
262 334 -1 1
209 334 -1 1
83 334 -1 1
52 334 -1 1
96 326 -1 1
435 326 -1 1
78 323 -1 1
464 318 -1 1
46 318 -1 1
237 315 -1 1
237 314 -1 1
163 313 -1 1
141 313 -1 1
142 312 -1 1
141 312 -1 1
439 311 -1 1
115 310 -1 1
180 309 -1 1
66 309 -1 1
124 308 -1 1
101 307 -1 1
241 306 -1 1
240 306 -1 1
296 304 -1 1
238 303 -1 1
237 303 -1 1
418 300 -1 1
247 300 -1 1
246 300 -1 1
464 299 -1 1
464 298 -1 1
55 297 -1 1
461 296 -1 1
460 295 -1 1
325 294 -1 1
433 293 -1 1
215 292 -1 1
216 291 -1 1
333 291 -1 1
215 291 -1 1
243 287 -1 1
191 287 -1 1
87 287 -1 1
367 286 -1 1
192 286 -1 1
191 286 -1 1
167 285 -1 1
99 285 -1 1
99 284 -1 1
355 282 -1 1
373 281 -1 1
83 280 -1 1
57 279 -1 1
287 278 -1 1
180 277 -1 1
396 276 -1 1
397 275 -1 1
396 275 -1 1
441 275 -1 1
440 275 -1 1
385 275 -1 1
384 274 -1 1
120 273 -1 1
180 273 -1 1
301 271 -1 1
454 270 -1 1
159 270 -1 1
72 270 -1 1
374 268 -1 1
373 268 -1 1
239 266 -1 1
52 266 -1 1
288 264 -1 1
54 264 -1 1
55 263 -1 1
459 263 -1 1
174 262 -1 1
200 261 -1 1
329 259 -1 1
329 258 -1 1
225 257 -1 1
111 253 -1 1
315 252 -1 1
445 252 -1 1
378 252 -1 1
444 251 -1 1
425 250 -1 1
140 250 -1 1
394 248 -1 1
114 247 -1 1
106 246 -1 1
414 245 -1 1
258 245 -1 1
62 242 -1 1
430 242 -1 1
399 242 -1 1
430 241 -1 1
398 241 -1 1
282 239 -1 1
187 239 -1 1
212 239 -1 1
223 235 -1 1
87 234 -1 1
47 234 -1 1
87 233 -1 1
472 233 -1 1
174 230 -1 1
47 230 -1 1
93 225 -1 1
66 225 -1 1
340 224 -1 1
339 224 -1 1
86 224 -1 1
385 222 -1 1
384 222 -1 1
384 221 -1 1
273 221 -1 1
208 221 -1 1
210 220 -1 1
407 220 -1 1
361 220 -1 1
407 219 -1 1
361 219 -1 1
243 219 -1 1
242 218 -1 1
287 214 -1 1
135 214 -1 1
287 213 -1 1
239 213 -1 1
294 208 -1 1
149 207 -1 1
465 207 -1 1
87 207 -1 1
68 206 -1 1
338 206 -1 1
209 201 -1 1
196 201 -1 1
168 201 -1 1
241 200 -1 1
209 200 -1 1
196 200 -1 1
169 200 -1 1
125 198 -1 1
267 197 -1 1
141 197 -1 1
125 197 -1 1
266 197 -1 1
79 194 -1 1
349 193 -1 1
348 193 -1 1
133 192 -1 1
92 192 -1 1
133 191 -1 1
92 191 -1 1
461 191 -1 1
234 191 -1 1
461 190 -1 1
233 190 -1 1
334 188 -1 1
464 185 -1 1
466 182 -1 1
326 182 -1 1
325 181 -1 1
375 181 -1 1
375 180 -1 1
374 180 -1 1
322 179 -1 1
321 178 -1 1
134 178 -1 1
135 177 -1 1
134 177 -1 1
466 176 -1 1
419 176 -1 1
420 175 -1 1
419 175 -1 1
456 175 -1 1
455 174 -1 1
456 174 -1 1
155 171 -1 1
144 169 -1 1
309 169 -1 1
333 167 -1 1
461 167 -1 1
461 166 -1 1
460 166 -1 1
179 164 -1 1
424 163 -1 1
423 163 -1 1
139 163 -1 1
422 162 -1 1
139 162 -1 1
423 162 -1 1
143 160 -1 1
144 159 -1 1
309 158 -1 1
309 157 -1 1
308 157 -1 1
148 157 -1 1
148 156 -1 1
193 152 -1 1
112 152 -1 1
132 148 -1 1
94 141 -1 1
321 137 -1 1
415 133 -1 1
347 127 -1 1
361 127 -1 1
288 124 -1 1
149 122 -1 1
149 121 -1 1
412 119 -1 1
411 119 -1 1
411 118 -1 1
272 117 -1 1
323 117 -1 1
323 116 -1 1
164 116 -1 1
165 115 -1 1
230 108 -1 1
318 102 -1 1
395 94 -1 1
354 94 -1 1
395 93 -1 1
354 93 -1 1
139 91 -1 1
418 87 -1 1
335 84 -1 1
335 83 -1 1
398 82 -1 1
397 82 -1 1
331 81 -1 1
146 81 -1 1
331 80 -1 1
362 78 -1 1
325 78 -1 1
361 77 -1 1
325 77 -1 1
374 73 -1 1
154 69 -1 1
393 63 -1 1
392 63 -1 1
332 62 -1 1
332 61 -1 1
326 59 -1 1
285 59 -1 1
326 58 -1 1
285 58 -1 1
319 56 -1 1
278 56 -1 1
319 55 -1 1
278 55 -1 1
418 51 -1 1
417 51 -1 1
145 51 -1 1
372 50 -1 1
373 50 -1 1
