137 800 768
21 714 -1 2
20 714 -1 2
21 713 -1 2
19 713 -1 2
20 712 -1 2
18 712 -1 2
20 711 -1 2
19 711 -1 2
20 710 -1 2
20 709 -1 2
19 709 -1 2
18 709 -1 1
21 708 -1 2
20 708 -1 2
21 707 -1 2
19 707 -1 2
21 706 -1 2
20 706 -1 2
18 706 -1 2
21 705 -1 2
19 705 -1 2
18 705 -1 2
17 704 -1 1
19 702 -1 1
18 701 -1 2
19 700 -1 2
18 700 -1 2
20 699 -1 2
19 699 -1 2
86 601 -1 1
85 600 -1 1
78 590 -1 1
77 589 -1 2
78 588 -1 2
79 587 -1 2
77 586 -1 1
45 505 -1 1
45 503 -1 1
42 503 -1 1
43 502 -1 1
45 499 -1 1
44 499 -1 1
44 494 -1 2
43 493 -1 1
101 482 -1 1
106 481 -1 1
105 479 -1 2
100 479 -1 1
105 478 -1 2
104 478 -1 2
104 477 -1 2
103 476 -1 1
110 472 -1 1
111 471 -1 1
750 461 -1 1
749 461 -1 1
756 459 -1 1
758 458 -1 2
757 458 -1 2
609 134 -1 1
610 133 -1 1
621 130 -1 1
619 130 -1 1
617 126 -1 1
616 126 -1 1
509 115 -1 1
509 114 -1 1
507 114 -1 1
506 113 -1 1
504 111 -1 1
502 111 -1 1
19 32 -1 1
19 30 -1 2
110 29 -1 2
109 29 -1 2
108 29 -1 2
99 29 -1 2
98 29 -1 2
97 29 -1 2
96 29 -1 2
20 29 -1 2
19 29 -1 2
12 29 -1 2
121 28 -1 2
120 28 -1 2
114 28 -1 2
113 28 -1 2
111 28 -1 2
110 28 -1 2
109 28 -1 2
108 28 -1 2
105 28 -1 2
104 28 -1 2
100 28 -1 2
99 28 -1 2
98 28 -1 2
96 28 -1 2
20 28 -1 2
19 28 -1 2
18 28 -1 2
16 28 -1 2
13 28 -1 2
12 28 -1 2
11 28 -1 2
121 27 -1 2
120 27 -1 2
114 27 -1 2
110 27 -1 2
109 27 -1 2
108 27 -1 2
107 27 -1 2
106 27 -1 2
105 27 -1 2
104 27 -1 2
103 27 -1 2
99 27 -1 2
19 27 -1 2
18 27 -1 2
17 27 -1 2
16 27 -1 2
13 27 -1 2
12 27 -1 2
11 27 -1 2
10 27 -1 2
7 27 -1 1
6 27 -1 1
20 26 -1 2
19 26 -1 2
17 26 -1 2
15 26 -1 2
14 26 -1 2
13 26 -1 2
12 26 -1 2
11 26 -1 2
20 25 -1 2
18 25 -1 2
14 25 -1 2
