4633 800 768
106 766 -1 1
7 766 -1 1
107 765 -1 1
9 765 -1 2
8 765 -1 2
9 764 -1 2
101 763 -1 2
99 763 -1 2
101 762 -1 2
100 762 -1 2
98 762 -1 2
102 761 -1 2
101 761 -1 2
99 761 -1 2
95 761 -1 1
102 760 -1 2
100 760 -1 2
99 760 -1 2
98 760 -1 2
101 759 -1 2
100 759 -1 2
99 759 -1 2
97 759 -1 2
100 758 -1 2
98 758 -1 2
106 756 -1 2
106 755 -1 2
111 754 -1 1
110 754 -1 1
105 754 -1 1
45 751 -1 2
41 751 -1 1
129 750 -1 1
121 750 -1 1
115 750 -1 1
110 750 -1 1
109 750 -1 1
99 750 -1 1
45 750 -1 2
44 750 -1 2
42 750 -1 2
130 749 -1 1
127 749 -1 1
125 749 -1 1
122 749 -1 2
112 749 -1 1
96 749 -1 1
45 749 -1 2
41 749 -1 2
40 749 -1 2
128 748 -1 1
124 748 -1 2
123 748 -1 2
121 748 -1 2
113 748 -1 1
110 748 -1 2
97 748 -1 2
47 748 -1 1
41 748 -1 2
123 747 -1 2
122 747 -1 2
121 747 -1 2
120 747 -1 2
117 747 -1 1
111 747 -1 2
110 747 -1 2
40 747 -1 2
121 746 -1 2
114 746 -1 1
111 746 -1 2
38 746 -1 1
134 745 -1 1
129 745 -1 2
110 745 -1 2
106 745 -1 1
104 745 -1 1
98 745 -1 2
95 745 -1 1
135 744 -1 1
129 744 -1 2
109 744 -1 2
106 744 -1 2
104 744 -1 2
99 744 -1 2
98 744 -1 2
46 744 -1 1
129 743 -1 2
128 743 -1 2
126 743 -1 2
122 743 -1 2
121 743 -1 2
107 743 -1 2
106 743 -1 2
104 743 -1 2
103 743 -1 2
102 743 -1 2
99 743 -1 2
98 743 -1 2
129 742 -1 2
128 742 -1 2
127 742 -1 2
125 742 -1 2
120 742 -1 2
106 742 -1 2
105 742 -1 2
103 742 -1 2
100 742 -1 2
126 741 -1 2
125 741 -1 2
124 741 -1 2
106 741 -1 2
99 741 -1 2
98 741 -1 2
97 741 -1 1
51 741 -1 1
34 741 -1 2
130 740 -1 2
122 740 -1 1
99 740 -1 2
33 740 -1 2
130 739 -1 2
129 739 -1 2
105 739 -1 2
104 739 -1 2
98 739 -1 2
97 739 -1 1
53 739 -1 2
45 739 -1 2
33 739 -1 2
32 739 -1 2
130 738 -1 2
129 738 -1 2
128 738 -1 2
104 738 -1 2
99 738 -1 1
94 738 -1 1
46 738 -1 2
45 738 -1 2
44 738 -1 2
36 738 -1 1
32 738 -1 2
31 738 -1 2
130 737 -1 2
128 737 -1 2
47 737 -1 2
46 737 -1 2
45 737 -1 2
43 737 -1 1
39 737 -1 2
36 737 -1 2
31 737 -1 2
30 737 -1 2
130 736 -1 2
129 736 -1 2
121 736 -1 1
90 736 -1 1
58 736 -1 1
51 736 -1 1
45 736 -1 2
38 736 -1 2
37 736 -1 2
35 736 -1 2
29 736 -1 1
137 735 -1 2
121 735 -1 1
58 735 -1 2
50 735 -1 2
49 735 -1 2
44 735 -1 2
38 735 -1 2
35 735 -1 2
34 735 -1 2
131 734 -1 2
60 734 -1 1
57 734 -1 1
49 734 -1 2
48 734 -1 2
39 734 -1 2
34 734 -1 2
33 734 -1 2
28 734 -1 1
136 733 -1 2
131 733 -1 2
130 733 -1 2
129 733 -1 1
124 733 -1 1
49 733 -1 2
28 733 -1 1
137 732 -1 2
136 732 -1 2
48 732 -1 1
136 731 -1 2
131 731 -1 2
125 731 -1 1
57 731 -1 1
56 731 -1 1
130 730 -1 2
129 730 -1 2
121 730 -1 1
39 730 -1 2
137 729 -1 1
129 729 -1 2
128 729 -1 2
125 729 -1 1
122 729 -1 1
65 729 -1 1
25 729 -1 1
126 728 -1 1
68 728 -1 2
67 728 -1 2
59 728 -1 1
29 728 -1 1
26 728 -1 2
132 727 -1 1
81 727 -1 1
68 727 -1 2
67 727 -1 2
27 727 -1 2
26 727 -1 2
131 726 -1 1
126 726 -1 2
82 726 -1 1
76 726 -1 2
75 726 -1 2
68 726 -1 2
58 726 -1 2
126 725 -1 2
75 725 -1 2
74 725 -1 2
73 725 -1 2
18 725 -1 1
17 725 -1 1
75 724 -1 2
73 724 -1 2
72 724 -1 2
69 724 -1 2
22 724 -1 1
127 723 -1 2
126 723 -1 1
76 723 -1 2
72 723 -1 2
69 723 -1 2
68 723 -1 2
43 723 -1 1
128 722 -1 2
75 722 -1 2
69 722 -1 2
68 722 -1 2
61 722 -1 1
129 721 -1 2
74 721 -1 2
71 721 -1 2
70 721 -1 2
44 721 -1 1
130 720 -1 2
129 720 -1 2
75 720 -1 2
74 720 -1 2
70 720 -1 2
69 720 -1 2
68 720 -1 2
67 720 -1 2
62 720 -1 2
53 720 -1 1
131 719 -1 2
129 719 -1 2
128 719 -1 2
74 719 -1 2
71 719 -1 1
69 719 -1 2
67 719 -1 2
62 719 -1 2
61 719 -1 2
60 719 -1 2
128 718 -1 2
73 718 -1 1
69 718 -1 2
68 718 -1 2
60 718 -1 2
59 718 -1 2
70 717 -1 2
69 717 -1 2
67 717 -1 2
59 717 -1 2
58 717 -1 2
38 717 -1 1
59 716 -1 2
75 715 -1 2
74 715 -1 2
73 715 -1 2
71 715 -1 2
65 715 -1 1
60 715 -1 2
59 715 -1 2
8 715 -1 1
74 714 -1 2
72 714 -1 2
70 714 -1 2
61 714 -1 2
58 714 -1 1
36 714 -1 2
35 714 -1 2
127 713 -1 2
74 713 -1 1
69 713 -1 2
63 713 -1 2
62 713 -1 2
60 713 -1 2
34 713 -1 1
125 712 -1 1
84 712 -1 1
83 712 -1 2
82 712 -1 2
71 712 -1 1
66 712 -1 2
65 712 -1 2
64 712 -1 2
63 712 -1 2
61 712 -1 2
8 712 -1 1
87 711 -1 2
86 711 -1 2
82 711 -1 2
81 711 -1 2
67 711 -1 2
65 711 -1 2
63 711 -1 2
62 711 -1 2
60 711 -1 2
8 711 -1 1
88 710 -1 2
87 710 -1 2
82 710 -1 2
81 710 -1 2
68 710 -1 2
67 710 -1 2
63 710 -1 2
61 710 -1 2
86 709 -1 1
82 709 -1 2
69 709 -1 2
68 709 -1 2
60 709 -1 1
83 708 -1 1
69 708 -1 2
68 707 -1 1
86 706 -1 1
92 705 -1 1
86 705 -1 2
83 705 -1 2
82 705 -1 2
68 705 -1 1
67 705 -1 1
87 704 -1 2
85 704 -1 2
84 704 -1 2
83 704 -1 2
82 704 -1 2
81 704 -1 2
78 704 -1 2
77 704 -1 2
90 703 -1 2
89 703 -1 2
88 703 -1 2
86 703 -1 2
84 703 -1 2
82 703 -1 2
79 703 -1 2
78 703 -1 2
77 703 -1 2
90 702 -1 2
88 702 -1 2
78 702 -1 2
88 701 -1 2
77 701 -1 1
110 700 -1 1
96 700 -1 2
88 700 -1 2
87 700 -1 2
109 699 -1 1
103 699 -1 2
102 699 -1 2
101 699 -1 2
100 699 -1 2
95 699 -1 2
94 699 -1 2
87 699 -1 2
102 698 -1 2
95 698 -1 2
90 698 -1 2
102 697 -1 2
94 697 -1 2
90 697 -1 2
89 697 -1 2
88 697 -1 2
108 696 -1 1
90 696 -1 2
88 696 -1 2
89 695 -1 2
106 694 -1 1
97 693 -1 1
87 693 -1 1
21 693 -1 2
109 692 -1 1
20 692 -1 1
86 691 -1 1
107 690 -1 2
86 690 -1 1
108 689 -1 2
107 689 -1 2
106 689 -1 2
107 688 -1 2
106 688 -1 2
89 687 -1 1
91 685 -1 2
92 684 -1 2
91 684 -1 2
90 683 -1 1
92 682 -1 1
100 681 -1 2
99 681 -1 2
98 681 -1 2
98 680 -1 2
99 679 -1 2
98 679 -1 2
97 679 -1 2
96 679 -1 2
95 679 -1 2
99 678 -1 2
98 678 -1 2
96 678 -1 2
98 677 -1 2
97 677 -1 2
95 677 -1 2
98 676 -1 2
96 676 -1 2
94 676 -1 1
94 672 -1 1
93 671 -1 1
156 668 -1 2
157 667 -1 2
156 667 -1 2
152 667 -1 2
160 666 -1 2
156 666 -1 2
154 666 -1 2
153 666 -1 2
159 665 -1 2
158 665 -1 2
157 665 -1 2
156 665 -1 2
155 665 -1 2
154 665 -1 2
153 665 -1 2
152 665 -1 2
159 664 -1 2
157 664 -1 2
155 664 -1 2
153 664 -1 2
160 663 -1 1
157 663 -1 2
156 662 -1 2
155 661 -1 1
154 658 -1 1
153 657 -1 2
152 657 -1 2
148 656 -1 1
147 655 -1 1
414 654 -1 2
414 653 -1 2
413 651 -1 2
413 650 -1 2
412 650 -1 2
150 650 -1 2
149 650 -1 2
413 649 -1 2
151 649 -1 2
149 649 -1 2
148 649 -1 2
412 648 -1 2
411 648 -1 2
152 648 -1 2
151 648 -1 2
411 647 -1 2
153 647 -1 2
152 647 -1 2
146 641 -1 2
145 640 -1 2
144 640 -1 2
35 640 -1 2
34 640 -1 2
407 639 -1 2
145 639 -1 2
144 639 -1 2
35 639 -1 2
34 639 -1 2
408 638 -1 2
407 638 -1 2
406 638 -1 2
146 638 -1 2
145 638 -1 2
35 638 -1 2
407 637 -1 2
147 637 -1 2
146 637 -1 2
36 637 -1 2
154 636 -1 1
36 636 -1 2
35 636 -1 2
142 635 -1 1
406 634 -1 2
153 634 -1 2
149 634 -1 2
155 633 -1 2
154 633 -1 2
153 633 -1 2
152 633 -1 2
151 633 -1 2
150 633 -1 2
149 633 -1 2
147 633 -1 2
145 633 -1 2
35 633 -1 1
158 632 -1 2
157 632 -1 2
156 632 -1 2
155 632 -1 2
151 632 -1 2
150 632 -1 2
148 632 -1 2
147 632 -1 2
146 632 -1 2
43 632 -1 1
42 632 -1 1
404 631 -1 1
401 631 -1 1
158 631 -1 2
157 631 -1 2
150 631 -1 2
147 631 -1 2
36 631 -1 1
156 630 -1 1
149 630 -1 1
146 630 -1 2
145 630 -1 2
44 630 -1 1
167 629 -1 1
161 629 -1 1
145 629 -1 2
46 629 -1 1
43 629 -1 2
42 629 -1 2
169 628 -1 2
168 628 -1 2
47 628 -1 2
42 628 -1 2
41 628 -1 2
183 627 -1 2
182 627 -1 2
173 627 -1 1
170 627 -1 2
169 627 -1 2
145 627 -1 1
49 627 -1 2
46 627 -1 1
184 626 -1 2
183 626 -1 2
182 626 -1 2
181 626 -1 2
180 626 -1 2
179 626 -1 2
173 626 -1 2
170 626 -1 2
162 626 -1 2
152 626 -1 2
151 626 -1 2
150 626 -1 2
147 626 -1 1
144 626 -1 1
50 626 -1 2
184 625 -1 2
180 625 -1 2
178 625 -1 2
174 625 -1 2
172 625 -1 2
171 625 -1 2
170 625 -1 2
169 625 -1 2
163 625 -1 2
162 625 -1 2
161 625 -1 2
158 625 -1 1
152 625 -1 2
151 625 -1 2
150 625 -1 2
149 625 -1 2
148 625 -1 2
51 625 -1 2
49 625 -1 2
183 624 -1 1
178 624 -1 2
177 624 -1 2
176 624 -1 2
173 624 -1 2
168 624 -1 2
165 624 -1 2
164 624 -1 2
163 624 -1 2
162 624 -1 2
161 624 -1 2
158 624 -1 2
152 624 -1 2
151 624 -1 2
149 624 -1 2
52 624 -1 2
51 624 -1 2
50 624 -1 2
44 624 -1 2
399 623 -1 2
177 623 -1 2
175 623 -1 1
169 623 -1 1
167 623 -1 2
166 623 -1 2
164 623 -1 2
160 623 -1 2
159 623 -1 2
158 623 -1 2
157 623 -1 2
52 623 -1 2
49 623 -1 1
43 623 -1 2
398 622 -1 1
177 622 -1 2
172 622 -1 1
167 622 -1 2
161 622 -1 1
159 622 -1 2
156 622 -1 1
53 622 -1 1
218 621 -1 1
215 621 -1 1
166 621 -1 1
163 621 -1 1
44 621 -1 2
217 620 -1 2
216 620 -1 2
186 620 -1 2
159 620 -1 2
156 620 -1 2
53 620 -1 1
48 620 -1 1
45 620 -1 2
44 620 -1 2
396 619 -1 1
217 619 -1 2
187 619 -1 2
186 619 -1 2
185 619 -1 2
183 619 -1 2
159 619 -1 2
158 619 -1 2
157 619 -1 2
156 619 -1 2
45 619 -1 2
217 618 -1 2
186 618 -1 2
184 618 -1 2
183 618 -1 2
160 618 -1 2
159 618 -1 2
157 618 -1 2
51 618 -1 2
50 618 -1 2
219 617 -1 1
214 617 -1 2
191 617 -1 1
188 617 -1 1
186 617 -1 2
185 617 -1 2
161 617 -1 2
50 617 -1 2
49 617 -1 2
45 617 -1 2
393 616 -1 1
215 616 -1 2
214 616 -1 2
190 616 -1 2
187 616 -1 2
185 616 -1 2
184 616 -1 2
162 616 -1 2
160 616 -1 1
49 616 -1 2
48 616 -1 2
46 616 -1 2
45 616 -1 2
215 615 -1 2
191 615 -1 2
190 615 -1 2
186 615 -1 2
184 615 -1 2
162 615 -1 2
48 615 -1 2
47 615 -1 2
45 615 -1 2
213 614 -1 1
195 614 -1 2
192 614 -1 2
191 614 -1 2
190 614 -1 2
189 614 -1 2
161 614 -1 1
44 614 -1 1
195 613 -1 2
194 613 -1 2
193 613 -1 2
191 613 -1 2
189 613 -1 2
224 612 -1 2
215 612 -1 1
203 612 -1 1
195 612 -1 2
188 612 -1 2
185 612 -1 2
389 611 -1 1
224 611 -1 2
214 611 -1 2
212 611 -1 2
203 611 -1 2
196 611 -1 2
189 611 -1 2
188 611 -1 2
187 611 -1 2
186 611 -1 2
185 611 -1 2
184 611 -1 2
183 611 -1 2
388 610 -1 1
214 610 -1 2
213 610 -1 2
212 610 -1 2
204 610 -1 2
203 610 -1 2
202 610 -1 2
198 610 -1 2
197 610 -1 2
189 610 -1 2
187 610 -1 2
183 610 -1 2
182 610 -1 2
213 609 -1 2
203 609 -1 2
202 609 -1 2
199 609 -1 2
198 609 -1 2
196 609 -1 2
188 609 -1 2
187 609 -1 2
182 609 -1 2
228 608 -1 2
227 608 -1 2
226 608 -1 1
221 608 -1 2
219 608 -1 1
206 608 -1 1
201 608 -1 2
200 608 -1 2
191 608 -1 2
187 608 -1 2
229 607 -1 2
228 607 -1 2
222 607 -1 2
221 607 -1 2
201 607 -1 2
200 607 -1 2
192 607 -1 2
191 607 -1 2
186 607 -1 2
230 606 -1 2
202 606 -1 2
201 606 -1 2
197 606 -1 1
193 606 -1 2
192 606 -1 2
187 606 -1 2
186 606 -1 2
184 606 -1 2
183 606 -1 2
229 605 -1 2
228 605 -1 2
198 605 -1 2
193 605 -1 2
191 605 -1 2
186 605 -1 2
185 605 -1 2
183 605 -1 2
229 604 -1 2
205 604 -1 2
204 604 -1 2
194 604 -1 2
186 604 -1 2
794 603 -1 1
229 603 -1 2
228 603 -1 2
205 603 -1 2
204 603 -1 2
203 603 -1 2
202 603 -1 1
196 603 -1 2
195 603 -1 2
188 603 -1 2
187 603 -1 2
796 602 -1 2
795 602 -1 2
231 602 -1 2
230 602 -1 2
229 602 -1 2
215 602 -1 1
210 602 -1 2
209 602 -1 2
207 602 -1 2
206 602 -1 2
205 602 -1 2
196 602 -1 2
187 602 -1 2
796 601 -1 2
795 601 -1 2
231 601 -1 2
230 601 -1 2
229 601 -1 2
215 601 -1 2
211 601 -1 2
210 601 -1 2
199 601 -1 1
197 601 -1 2
196 601 -1 2
195 601 -1 2
188 601 -1 2
187 601 -1 2
186 601 -1 2
185 601 -1 2
230 600 -1 2
229 600 -1 2
228 600 -1 2
227 600 -1 1
216 600 -1 2
214 600 -1 2
212 600 -1 2
211 600 -1 2
204 600 -1 2
202 600 -1 2
196 600 -1 2
195 600 -1 2
188 600 -1 2
187 600 -1 2
186 600 -1 2
184 600 -1 2
796 599 -1 2
795 599 -1 2
793 599 -1 1
229 599 -1 2
217 599 -1 2
215 599 -1 2
214 599 -1 2
213 599 -1 2
210 599 -1 1
204 599 -1 2
203 599 -1 2
202 599 -1 2
196 599 -1 2
187 599 -1 2
796 598 -1 2
795 598 -1 2
794 598 -1 2
228 598 -1 2
218 598 -1 2
217 598 -1 2
216 598 -1 2
215 598 -1 2
206 598 -1 2
205 598 -1 2
203 598 -1 2
196 598 -1 2
797 597 -1 2
795 597 -1 2
228 597 -1 2
215 597 -1 2
210 597 -1 1
205 597 -1 2
197 597 -1 2
196 597 -1 2
186 597 -1 1
797 596 -1 2
796 596 -1 2
227 596 -1 2
226 596 -1 2
224 596 -1 2
206 596 -1 2
205 596 -1 2
198 596 -1 2
197 596 -1 2
797 595 -1 2
226 595 -1 2
225 595 -1 2
224 595 -1 2
214 595 -1 2
212 595 -1 2
208 595 -1 2
207 595 -1 2
206 595 -1 2
203 595 -1 1
199 595 -1 2
198 595 -1 2
196 595 -1 2
27 595 -1 2
798 594 -1 1
225 594 -1 2
214 594 -1 2
213 594 -1 2
212 594 -1 2
211 594 -1 2
210 594 -1 2
209 594 -1 2
207 594 -1 2
205 594 -1 2
204 594 -1 2
199 594 -1 2
198 594 -1 2
195 594 -1 2
192 594 -1 1
27 594 -1 2
26 594 -1 2
218 593 -1 2
216 593 -1 2
215 593 -1 2
214 593 -1 2
213 593 -1 2
211 593 -1 2
209 593 -1 2
206 593 -1 2
204 593 -1 2
203 593 -1 2
202 593 -1 2
201 593 -1 2
200 593 -1 2
194 593 -1 2
192 593 -1 2
190 593 -1 2
26 593 -1 2
24 593 -1 1
798 592 -1 1
219 592 -1 2
218 592 -1 2
217 592 -1 2
214 592 -1 2
212 592 -1 2
210 592 -1 2
204 592 -1 2
202 592 -1 2
199 592 -1 1
194 592 -1 2
193 592 -1 2
192 592 -1 2
191 592 -1 2
25 592 -1 2
797 591 -1 2
374 591 -1 1
219 591 -1 2
217 591 -1 2
214 591 -1 2
213 591 -1 2
211 591 -1 2
206 591 -1 1
193 591 -1 2
26 591 -1 1
17 591 -1 2
798 590 -1 1
796 590 -1 2
795 590 -1 2
373 590 -1 1
218 590 -1 2
217 590 -1 2
216 590 -1 2
214 590 -1 2
212 590 -1 2
196 590 -1 2
18 590 -1 2
17 590 -1 2
796 589 -1 2
795 589 -1 2
792 589 -1 1
217 589 -1 2
215 589 -1 2
197 589 -1 2
196 589 -1 2
193 589 -1 1
190 589 -1 1
18 589 -1 2
798 588 -1 2
797 588 -1 2
372 588 -1 1
196 588 -1 2
19 588 -1 2
18 588 -1 2
798 587 -1 2
797 587 -1 2
790 587 -1 1
372 587 -1 1
196 587 -1 2
195 587 -1 2
192 587 -1 2
191 587 -1 2
21 587 -1 2
20 587 -1 2
19 587 -1 2
18 587 -1 2
17 587 -1 2
369 586 -1 1
196 586 -1 2
193 586 -1 2
192 586 -1 2
191 586 -1 2
22 586 -1 1
20 586 -1 2
17 586 -1 2
368 585 -1 1
197 585 -1 2
192 585 -1 2
796 584 -1 1
198 584 -1 2
196 584 -1 1
368 583 -1 1
366 582 -1 1
197 582 -1 2
196 582 -1 2
196 581 -1 2
195 581 -1 2
192 581 -1 2
193 580 -1 2
192 580 -1 2
191 580 -1 2
192 579 -1 2
788 577 -1 2
789 576 -1 2
362 576 -1 2
793 575 -1 2
362 575 -1 2
361 575 -1 2
361 574 -1 2
793 573 -1 2
793 572 -1 2
792 572 -1 2
356 569 -1 1
356 567 -1 2
355 567 -1 2
784 566 -1 1
355 566 -1 2
354 566 -1 2
789 565 -1 2
788 565 -1 2
785 565 -1 1
98 565 -1 1
788 564 -1 2
787 564 -1 2
786 563 -1 2
785 563 -1 2
783 563 -1 1
786 562 -1 2
785 562 -1 2
784 562 -1 2
101 562 -1 1
785 561 -1 2
351 560 -1 1
786 559 -1 2
106 559 -1 1
785 558 -1 2
109 558 -1 1
786 557 -1 2
348 557 -1 1
785 556 -1 2
786 555 -1 1
783 554 -1 2
781 554 -1 2
780 554 -1 2
783 553 -1 2
782 553 -1 2
781 553 -1 2
782 552 -1 2
778 548 -1 2
779 547 -1 1
777 547 -1 2
774 535 -1 1
773 534 -1 2
772 534 -1 1
774 533 -1 2
775 532 -1 2
774 532 -1 2
775 531 -1 2
773 531 -1 2
779 528 -1 1
778 527 -1 1
770 519 -1 2
770 518 -1 2
769 517 -1 1
770 510 -1 1
769 510 -1 1
767 508 -1 1
772 507 -1 1
768 507 -1 2
773 506 -1 1
768 506 -1 2
67 505 -1 2
66 505 -1 2
67 504 -1 2
66 504 -1 2
65 504 -1 2
765 503 -1 1
68 503 -1 2
66 503 -1 2
765 502 -1 1
68 502 -1 2
67 502 -1 2
69 501 -1 2
56 501 -1 2
69 500 -1 2
68 500 -1 2
67 500 -1 1
57 500 -1 2
761 499 -1 1
70 499 -1 2
58 499 -1 2
761 498 -1 1
70 498 -1 2
69 498 -1 2
68 498 -1 2
67 498 -1 1
63 498 -1 2
61 498 -1 2
60 498 -1 2
70 497 -1 2
69 497 -1 2
62 497 -1 2
61 497 -1 2
63 496 -1 2
60 496 -1 1
64 495 -1 2
62 495 -1 1
55 495 -1 2
53 495 -1 2
87 494 -1 2
65 494 -1 2
64 494 -1 2
54 494 -1 2
88 493 -1 2
87 493 -1 2
67 493 -1 2
55 493 -1 2
48 493 -1 2
88 492 -1 2
62 492 -1 1
56 492 -1 2
55 492 -1 2
52 492 -1 1
49 492 -1 2
48 492 -1 2
47 492 -1 2
46 492 -1 2
88 491 -1 2
87 491 -1 2
57 491 -1 2
56 491 -1 2
55 491 -1 2
53 491 -1 2
50 491 -1 2
49 491 -1 2
47 491 -1 2
55 490 -1 2
54 490 -1 2
53 490 -1 2
52 490 -1 2
51 490 -1 2
50 490 -1 2
91 489 -1 1
55 489 -1 2
54 489 -1 2
52 489 -1 2
90 488 -1 2
91 487 -1 2
90 487 -1 2
89 487 -1 2
87 487 -1 2
66 487 -1 1
