1875 800 768
350 753 -1 2
343 753 -1 1
343 752 -1 2
345 751 -1 1
344 751 -1 2
343 751 -1 2
342 750 -1 2
341 750 -1 2
352 749 -1 1
342 749 -1 2
349 748 -1 2
345 748 -1 1
344 748 -1 2
343 748 -1 2
342 748 -1 2
341 748 -1 2
350 747 -1 2
349 747 -1 2
343 747 -1 2
339 747 -1 1
343 746 -1 1
350 745 -1 2
351 744 -1 2
350 744 -1 2
349 744 -1 2
350 743 -1 2
349 743 -1 2
348 743 -1 2
347 743 -1 1
350 742 -1 2
337 742 -1 2
349 741 -1 1
336 740 -1 2
345 739 -1 1
344 739 -1 1
340 739 -1 1
335 739 -1 1
340 738 -1 2
338 738 -1 2
346 737 -1 1
340 737 -1 2
339 737 -1 2
338 737 -1 2
337 736 -1 1
342 735 -1 2
343 734 -1 2
342 734 -1 2
348 733 -1 1
347 732 -1 1
338 731 -1 1
335 730 -1 1
330 730 -1 1
338 726 -1 1
331 725 -1 2
334 724 -1 1
332 724 -1 1
329 723 -1 1
328 723 -1 1
125 722 -1 1
124 721 -1 1
333 719 -1 1
328 719 -1 1
155 718 -1 1
125 718 -1 1
123 718 -1 1
331 717 -1 1
329 717 -1 1
154 717 -1 1
337 714 -1 1
336 713 -1 1
329 713 -1 1
328 712 -1 1
177 712 -1 1
184 711 -1 1
178 711 -1 2
178 710 -1 2
335 709 -1 1
332 708 -1 1
329 708 -1 1
328 708 -1 1
180 708 -1 2
178 706 -1 1
338 701 -1 1
342 699 -1 1
335 699 -1 1
180 699 -1 1
337 698 -1 1
179 698 -1 1
332 697 -1 1
330 696 -1 1
334 695 -1 1
330 695 -1 2
331 694 -1 1
329 694 -1 1
326 694 -1 1
326 693 -1 1
332 692 -1 1
334 690 -1 1
323 690 -1 1
325 689 -1 1
325 687 -1 1
324 686 -1 2
328 684 -1 1
327 683 -1 1
285 679 -1 1
285 678 -1 2
286 677 -1 1
282 677 -1 2
324 676 -1 1
297 676 -1 1
325 675 -1 1
296 675 -1 1
278 674 -1 1
277 674 -1 1
332 672 -1 1
206 671 -1 1
205 670 -1 1
332 669 -1 1
318 669 -1 1
194 669 -1 1
193 669 -1 1
329 668 -1 1
322 668 -1 1
316 668 -1 1
328 667 -1 1
320 667 -1 1
331 666 -1 1
321 665 -1 1
207 665 -1 1
205 665 -1 1
320 664 -1 1
281 664 -1 2
332 663 -1 1
318 663 -1 1
316 663 -1 1
283 663 -1 1
282 663 -1 2
317 662 -1 2
281 662 -1 2
276 662 -1 1
332 661 -1 1
330 661 -1 1
317 661 -1 2
281 661 -1 2
331 660 -1 2
281 660 -1 2
280 660 -1 2
275 660 -1 2
193 660 -1 1
317 659 -1 1
282 659 -1 1
