1913 800 768
710 766 -1 1
701 766 -1 1
605 766 -1 1
601 766 -1 1
516 766 -1 1
493 766 -1 1
449 766 -1 1
440 766 -1 1
436 766 -1 1
433 766 -1 1
431 766 -1 1
429 766 -1 1
427 766 -1 1
418 766 -1 1
414 766 -1 1
411 766 -1 1
797 765 -1 1
519 765 -1 2
518 765 -1 2
516 765 -1 2
413 765 -1 2
412 765 -1 2
705 764 -1 1
523 764 -1 2
517 764 -1 2
515 764 -1 2
443 764 -1 2
435 764 -1 2
434 764 -1 2
430 764 -1 2
413 764 -1 2
543 763 -1 2
535 763 -1 2
524 763 -1 2
516 763 -1 2
515 763 -1 2
446 763 -1 2
444 763 -1 2
435 763 -1 2
426 763 -1 2
424 763 -1 2
423 763 -1 2
694 762 -1 2
544 762 -1 2
534 762 -1 2
515 762 -1 2
514 762 -1 2
446 762 -1 2
445 762 -1 2
430 762 -1 2
426 762 -1 2
425 762 -1 2
423 762 -1 2
705 761 -1 2
693 761 -1 2
514 761 -1 2
447 761 -1 2
445 761 -1 2
430 761 -1 2
429 761 -1 2
428 761 -1 2
705 760 -1 2
704 760 -1 2
500 760 -1 2
448 760 -1 2
434 760 -1 2
432 760 -1 2
431 760 -1 2
429 760 -1 2
705 759 -1 2
513 759 -1 2
501 759 -1 2
500 759 -1 2
499 759 -1 2
428 759 -1 1
513 758 -1 2
512 758 -1 2
500 758 -1 2
497 758 -1 1
449 758 -1 1
513 757 -1 2
441 757 -1 2
439 757 -1 2
438 757 -1 2
440 756 -1 2
439 756 -1 2
530 755 -1 2
492 755 -1 1
530 754 -1 2
529 754 -1 2
437 754 -1 1
529 753 -1 2
447 753 -1 1
446 752 -1 2
445 752 -1 2
498 751 -1 2
497 751 -1 2
446 751 -1 2
498 750 -1 2
448 749 -1 2
447 749 -1 2
450 748 -1 1
447 748 -1 2
499 746 -1 2
447 746 -1 1
731 745 -1 2
499 745 -1 2
498 745 -1 2
494 745 -1 1
720 744 -1 2
721 743 -1 2
720 743 -1 2
774 742 -1 2
769 742 -1 2
768 742 -1 2
720 742 -1 2
768 741 -1 2
528 740 -1 2
528 739 -1 2
529 738 -1 2
528 738 -1 2
504 738 -1 2
713 737 -1 2
712 737 -1 2
532 737 -1 2
531 737 -1 2
527 737 -1 2
526 737 -1 2
505 737 -1 2
504 737 -1 2
503 737 -1 2
494 737 -1 1
712 736 -1 2
555 736 -1 2
535 736 -1 2
534 736 -1 2
533 736 -1 2
532 736 -1 2
527 736 -1 2
508 736 -1 2
507 736 -1 2
499 736 -1 2
760 735 -1 2
759 735 -1 2
758 735 -1 2
757 735 -1 2
756 735 -1 2
556 735 -1 2
555 735 -1 2
549 735 -1 2
548 735 -1 2
547 735 -1 2
534 735 -1 2
532 735 -1 2
518 735 -1 2
517 735 -1 2
516 735 -1 2
515 735 -1 2
514 735 -1 2
513 735 -1 2
512 735 -1 2
511 735 -1 2
510 735 -1 2
509 735 -1 2
508 735 -1 2
759 734 -1 2
757 734 -1 2
554 734 -1 2
553 734 -1 2
