1225 800 768
407 766 -1 1
405 766 -1 1
401 766 -1 1
395 766 -1 1
364 766 -1 1
359 766 -1 1
354 766 -1 1
349 766 -1 1
345 766 -1 1
312 766 -1 1
307 766 -1 1
300 766 -1 1
293 766 -1 1
275 766 -1 1
406 765 -1 2
312 765 -1 2
292 765 -1 2
400 764 -1 2
363 764 -1 2
313 764 -1 2
312 764 -1 2
288 764 -1 2
287 764 -1 2
286 764 -1 2
282 764 -1 2
281 764 -1 2
280 764 -1 2
279 764 -1 2
278 764 -1 2
277 764 -1 2
403 763 -1 2
402 763 -1 2
401 763 -1 2
365 763 -1 1
364 763 -1 2
363 763 -1 2
312 763 -1 2
287 763 -1 2
281 763 -1 2
278 763 -1 2
402 762 -1 2
362 762 -1 2
361 762 -1 2
352 762 -1 2
351 762 -1 2
322 762 -1 2
278 762 -1 1
375 761 -1 1
361 761 -1 2
351 761 -1 2
323 761 -1 2
322 761 -1 2
411 759 -1 2
403 759 -1 1
375 759 -1 2
304 759 -1 2
303 759 -1 2
288 759 -1 2
410 758 -1 1
376 758 -1 2
375 758 -1 2
374 758 -1 2
304 758 -1 2
303 758 -1 2
288 758 -1 2
287 758 -1 2
413 757 -1 1
393 757 -1 1
309 757 -1 2
289 757 -1 2
288 757 -1 2
341 756 -1 2
309 756 -1 2
308 756 -1 2
293 756 -1 2
290 756 -1 2
387 755 -1 1
351 755 -1 2
342 755 -1 2
341 755 -1 2
340 755 -1 2
294 755 -1 2
293 755 -1 2
292 755 -1 2
291 755 -1 2
290 755 -1 2
289 755 -1 2
396 754 -1 1
394 754 -1 2
352 754 -1 2
351 754 -1 2
350 754 -1 2
338 754 -1 2
337 754 -1 2
311 754 -1 2
295 754 -1 2
291 754 -1 2
284 754 -1 1
383 753 -1 2
382 753 -1 2
380 753 -1 2
353 753 -1 2
337 753 -1 2
312 753 -1 2
311 753 -1 2
291 753 -1 1
393 752 -1 1
382 752 -1 2
381 752 -1 2
380 752 -1 2
353 752 -1 2
352 752 -1 2
312 752 -1 2
374 750 -1 1
430 749 -1 1
388 749 -1 2
385 749 -1 2
384 749 -1 2
372 749 -1 1
367 749 -1 2
366 749 -1 2
355 749 -1 2
434 748 -1 2
433 748 -1 1
431 748 -1 1
387 748 -1 2
386 748 -1 2
384 748 -1 2
367 748 -1 2
357 748 -1 2
356 748 -1 2
355 748 -1 2
447 747 -1 1
387 747 -1 2
356 747 -1 2
284 747 -1 1
449 746 -1 1
431 746 -1 1
346 746 -1 1
456 745 -1 1
431 745 -1 2
