1510 800 768
775 766 -1 1
773 766 -1 1
767 766 -1 1
766 766 -1 1
756 766 -1 1
755 766 -1 1
745 766 -1 1
736 766 -1 1
731 766 -1 1
717 766 -1 1
716 766 -1 1
712 766 -1 1
699 766 -1 1
694 766 -1 1
211 766 -1 1
180 766 -1 1
161 766 -1 1
120 766 -1 1
116 766 -1 1
112 766 -1 1
108 766 -1 1
104 766 -1 1
102 766 -1 1
94 766 -1 1
91 766 -1 1
84 766 -1 1
81 766 -1 1
79 766 -1 1
74 766 -1 1
72 766 -1 1
69 766 -1 1
58 766 -1 1
53 766 -1 1
42 766 -1 1
35 766 -1 1
744 765 -1 2
743 765 -1 2
733 765 -1 2
732 765 -1 2
711 765 -1 2
710 765 -1 2
706 765 -1 2
705 765 -1 2
684 765 -1 1
212 765 -1 1
201 765 -1 2
190 765 -1 2
177 765 -1 2
176 765 -1 2
114 765 -1 2
113 765 -1 2
107 765 -1 2
106 765 -1 2
78 765 -1 2
77 765 -1 2
69 765 -1 2
59 765 -1 2
49 765 -1 2
48 765 -1 2
36 765 -1 2
742 764 -1 2
739 764 -1 1
734 764 -1 2
733 764 -1 2
705 764 -1 2
696 764 -1 2
695 764 -1 2
190 764 -1 2
122 764 -1 2
121 764 -1 2
115 764 -1 2
114 764 -1 2
106 764 -1 2
105 764 -1 2
78 764 -1 2
70 764 -1 2
69 764 -1 2
68 764 -1 2
60 764 -1 2
48 764 -1 2
37 764 -1 2
752 763 -1 1
735 763 -1 2
734 763 -1 2
695 763 -1 2
694 763 -1 2
693 763 -1 2
226 763 -1 1
191 763 -1 2
190 763 -1 2
189 763 -1 2
175 763 -1 2
173 763 -1 1
121 763 -1 2
120 763 -1 2
115 763 -1 2
105 763 -1 2
775 762 -1 1
771 762 -1 1
713 762 -1 1
695 762 -1 2
694 762 -1 2
192 762 -1 2
175 762 -1 2
174 762 -1 2
115 762 -1 2
40 762 -1 2
39 762 -1 2
760 761 -1 1
758 761 -1 2
745 761 -1 2
737 761 -1 1
691 761 -1 2
690 761 -1 2
689 761 -1 2
687 761 -1 2
225 761 -1 1
220 761 -1 1
194 761 -1 2
193 761 -1 2
192 761 -1 2
191 761 -1 2
184 761 -1 2
177 761 -1 2
176 761 -1 2
175 761 -1 2
130 761 -1 2
129 761 -1 2
128 761 -1 2
118 761 -1 2
116 761 -1 2
115 761 -1 2
65 761 -1 2
39 761 -1 2
797 760 -1 1
769 760 -1 1
766 760 -1 1
759 760 -1 2
758 760 -1 2
757 760 -1 2
746 760 -1 2
745 760 -1 2
730 760 -1 1
701 760 -1 2
699 760 -1 2
698 760 -1 2
697 760 -1 2
690 760 -1 2
686 760 -1 1
221 760 -1 1
193 760 -1 2
189 760 -1 1
187 760 -1 1
185 760 -1 2
184 760 -1 2
178 760 -1 2
177 760 -1 2
175 760 -1 2
174 760 -1 2
129 760 -1 2
85 760 -1 1
70 760 -1 1
66 760 -1 2
65 760 -1 2
64 760 -1 2
62 760 -1 2
54 760 -1 1
41 760 -1 2
40 760 -1 2
775 759 -1 1
756 759 -1 1
698 759 -1 2
193 759 -1 1
183 759 -1 2
171 759 -1 1
63 759 -1 2
62 759 -1 2
40 759 -1 2
738 758 -1 1
732 758 -1 1
697 758 -1 1
206 758 -1 1
146 758 -1 2
145 758 -1 2
144 758 -1 2
112 758 -1 2
62 758 -1 2
40 758 -1 2
39 758 -1 2
798 757 -1 1
760 757 -1 1
742 757 -1 2
702 757 -1 2
691 757 -1 2
170 757 -1 1
145 757 -1 2
123 757 -1 2
122 757 -1 2
104 757 -1 2
62 757 -1 2
61 757 -1 2
41 757 -1 1
741 756 -1 1
712 756 -1 1
702 756 -1 2
690 756 -1 1
181 756 -1 1
164 756 -1 2
123 756 -1 2
106 756 -1 2
105 756 -1 2
104 756 -1 2
103 756 -1 2
99 756 -1 2
97 756 -1 2
61 756 -1 2
60 756 -1 2
35 756 -1 2
34 756 -1 2
29 756 -1 1
786 755 -1 2
785 755 -1 2
726 755 -1 1
714 755 -1 1
703 755 -1 2
181 755 -1 1
165 755 -1 2
164 755 -1 2
163 755 -1 2
162 755 -1 1
105 755 -1 2
100 755 -1 2
99 755 -1 2
98 755 -1 2
96 755 -1 2
66 755 -1 1
60 755 -1 2
59 755 -1 2
35 755 -1 2
32 755 -1 2
31 755 -1 2
30 755 -1 2
786 754 -1 2
780 754 -1 1
757 754 -1 1
756 754 -1 1
725 754 -1 1
704 754 -1 2
187 754 -1 1
185 754 -1 2
164 754 -1 2
99 754 -1 2
31 754 -1 2
208 753 -1 1
203 753 -1 2
202 753 -1 2
186 753 -1 2
788 752 -1 1
703 752 -1 1
698 752 -1 1
