429 512 512
351 468 -1 1
341 465 -1 1
259 458 -1 1
258 458 -1 1
259 457 -1 1
301 455 -1 1
303 453 -1 1
304 453 -1 1
381 452 -1 1
396 447 -1 1
103 446 -1 1
349 440 -1 1
373 438 -1 1
374 437 -1 1
65 436 -1 1
398 435 -1 1
398 434 -1 1
305 434 -1 1
306 434 -1 1
358 433 -1 1
316 433 -1 1
84 432 -1 1
50 431 -1 1
242 430 -1 1
51 430 -1 1
50 430 -1 1
385 424 -1 1
122 424 -1 1
347 424 -1 1
320 422 -1 1
321 421 -1 1
80 421 -1 1
79 421 -1 1
79 420 -1 1
403 420 -1 1
332 420 -1 1
434 419 -1 1
403 419 -1 1
267 419 -1 1
407 419 -1 1
406 419 -1 1
323 419 -1 1
407 418 -1 1
324 418 -1 1
306 415 -1 1
448 414 -1 1
449 414 -1 1
137 412 -1 1
389 411 -1 1
214 410 -1 1
189 410 -1 1
189 409 -1 1
433 408 -1 1
282 407 -1 1
259 407 -1 1
283 406 -1 1
260 406 -1 1
101 404 -1 1
100 404 -1 1
252 400 -1 1
140 400 -1 1
132 400 -1 1
131 400 -1 1
115 400 -1 1
60 400 -1 1
253 399 -1 1
141 399 -1 1
132 399 -1 1
115 399 -1 1
412 399 -1 1
411 397 -1 1
408 397 -1 1
408 396 -1 1
409 396 -1 1
289 396 -1 1
290 395 -1 1
97 394 -1 1
123 393 -1 1
97 393 -1 1
124 393 -1 1
126 392 -1 1
125 392 -1 1
125 391 -1 1
292 390 -1 1
293 389 -1 1
156 389 -1 1
238 388 -1 1
215 388 -1 1
238 387 -1 1
149 387 -1 1
148 387 -1 1
149 386 -1 1
108 384 -1 1
321 383 -1 1
109 383 -1 1
176 382 -1 1
175 382 -1 1
154 379 -1 1
184 379 -1 1
153 379 -1 1
123 379 -1 1
237 378 -1 1
102 378 -1 1
238 377 -1 1
103 377 -1 1
226 375 -1 1
105 375 -1 1
60 375 -1 1
226 374 -1 1
106 374 -1 1
111 368 -1 1
112 367 -1 1
416 366 -1 1
417 365 -1 1
416 365 -1 1
228 365 -1 1
210 364 -1 1
124 364 -1 1
125 364 -1 1
365 363 -1 1
392 363 -1 1
391 363 -1 1
366 363 -1 1
391 362 -1 1
138 360 -1 1
118 358 -1 1
119 357 -1 1
220 356 -1 1
55 355 -1 1
56 354 -1 1
297 353 -1 1
265 352 -1 1
230 351 -1 1
210 351 -1 1
402 349 -1 1
134 348 -1 1
106 348 -1 1
135 348 -1 1
181 345 -1 1
180 343 -1 1
214 341 -1 1
178 340 -1 1
67 340 -1 1
68 339 -1 1
221 339 -1 1
222 338 -1 1
221 338 -1 1
232 336 -1 1
241 333 -1 1
242 332 -1 1
152 330 -1 1
193 329 -1 1
225 329 -1 1
163 328 -1 1
163 327 -1 1
234 326 -1 1
234 325 -1 1
77 324 -1 1
55 324 -1 1
78 323 -1 1
56 323 -1 1
80 320 -1 1
81 319 -1 1
433 315 -1 1
83 315 -1 1
84 314 -1 1
141 307 -1 1
140 307 -1 1
141 306 -1 1
178 305 -1 1
454 303 -1 1
315 303 -1 1
315 302 -1 1
331 300 -1 1
234 300 -1 1
257 298 -1 1
451 298 -1 1
451 297 -1 1
278 297 -1 1
219 295 -1 1
323 288 -1 1
408 283 -1 1
80 281 -1 1
81 281 -1 1
324 280 -1 1
254 277 -1 1
398 277 -1 1
311 276 -1 1
438 276 -1 1
438 275 -1 1
429 275 -1 1
428 275 -1 1
429 274 -1 1
457 273 -1 1
457 272 -1 1
248 271 -1 1
112 271 -1 1
451 263 -1 1
352 263 -1 1
451 262 -1 1
393 262 -1 1
78 260 -1 1
77 260 -1 1
77 259 -1 1
356 257 -1 1
146 256 -1 1
147 256 -1 1
457 254 -1 1
457 253 -1 1
165 252 -1 1
58 251 -1 1
59 250 -1 1
