555 512 512
238 472 -1 1
395 468 -1 1
271 468 -1 1
384 463 -1 1
396 463 -1 1
397 462 -1 1
396 462 -1 1
61 462 -1 1
333 461 -1 1
50 459 -1 1
166 458 -1 1
244 455 -1 1
243 455 -1 1
48 455 -1 1
47 454 -1 1
205 454 -1 1
204 453 -1 1
254 452 -1 1
45 452 -1 1
382 452 -1 1
44 452 -1 1
201 451 -1 1
200 450 -1 1
396 450 -1 1
395 449 -1 1
42 449 -1 1
41 449 -1 1
50 447 -1 1
218 444 -1 1
217 443 -1 1
339 443 -1 1
340 442 -1 1
339 442 -1 1
191 441 -1 1
171 439 -1 1
218 435 -1 1
181 435 -1 1
384 434 -1 1
180 434 -1 1
217 433 -1 1
392 433 -1 1
272 433 -1 1
281 432 -1 1
280 432 -1 1
176 432 -1 1
280 431 -1 1
175 431 -1 1
216 430 -1 1
60 428 -1 1
95 425 -1 1
135 421 -1 1
213 420 -1 1
394 419 -1 1
393 419 -1 1
211 419 -1 1
211 418 -1 1
323 416 -1 1
323 415 -1 1
138 413 -1 1
138 412 -1 1
72 412 -1 1
72 411 -1 1
351 404 -1 1
54 400 -1 1
161 400 -1 1
162 399 -1 1
161 399 -1 1
232 399 -1 1
232 398 -1 1
231 398 -1 1
74 398 -1 1
282 393 -1 1
216 393 -1 1
55 390 -1 1
44 390 -1 1
54 389 -1 1
140 388 -1 1
139 387 -1 1
229 386 -1 1
228 385 -1 1
229 385 -1 1
149 382 -1 1
385 381 -1 1
393 378 -1 1
99 378 -1 1
372 377 -1 1
390 375 -1 1
296 375 -1 1
69 375 -1 1
388 374 -1 1
296 374 -1 1
69 374 -1 1
269 374 -1 1
405 372 -1 1
315 372 -1 1
378 371 -1 1
294 371 -1 1
293 371 -1 1
64 371 -1 1
350 370 -1 1
64 370 -1 1
63 370 -1 1
292 369 -1 1
248 369 -1 1
240 368 -1 1
137 368 -1 1
259 368 -1 1
291 367 -1 1
389 366 -1 1
412 365 -1 1
310 363 -1 1
385 361 -1 1
323 361 -1 1
386 359 -1 1
386 358 -1 1
387 358 -1 1
211 358 -1 1
331 356 -1 1
302 356 -1 1
301 356 -1 1
175 355 -1 1
330 355 -1 1
307 355 -1 1
305 355 -1 1
174 355 -1 1
85 353 -1 1
230 353 -1 1
173 353 -1 1
86 353 -1 1
338 352 -1 1
233 352 -1 1
173 352 -1 1
172 352 -1 1
376 352 -1 1
224 352 -1 1
183 352 -1 1
329 351 -1 1
328 351 -1 1
214 346 -1 1
131 344 -1 1
300 341 -1 1
301 341 -1 1
98 338 -1 1
296 336 -1 1
205 336 -1 1
244 335 -1 1
208 334 -1 1
281 328 -1 1
49 326 -1 1
202 324 -1 1
368 318 -1 1
367 317 -1 1
199 316 -1 1
199 315 -1 1
385 314 -1 1
227 310 -1 1
130 307 -1 1
405 303 -1 1
404 303 -1 1
62 302 -1 1
82 301 -1 1
346 300 -1 1
411 296 -1 1
382 296 -1 1
321 296 -1 1
271 296 -1 1
411 295 -1 1
382 295 -1 1
320 295 -1 1
270 295 -1 1
105 282 -1 1
129 282 -1 1
128 282 -1 1
215 281 -1 1
217 280 -1 1
347 280 -1 1
346 279 -1 1
386 277 -1 1
340 277 -1 1
263 277 -1 1
111 277 -1 1
385 276 -1 1
340 276 -1 1
263 276 -1 1
112 276 -1 1
258 275 -1 1
335 274 -1 1
63 272 -1 1
375 270 -1 1
375 269 -1 1
254 269 -1 1
254 268 -1 1
108 266 -1 1
107 266 -1 1
108 265 -1 1
56 265 -1 1
141 264 -1 1
298 263 -1 1
145 260 -1 1
75 260 -1 1
419 255 -1 1
227 255 -1 1
155 255 -1 1
419 254 -1 1
226 254 -1 1
156 254 -1 1
124 251 -1 1
123 251 -1 1
123 249 -1 1
122 248 -1 1
122 246 -1 1
295 243 -1 1
171 243 -1 1
294 243 -1 1
254 243 -1 1
370 242 -1 1
263 242 -1 1
370 241 -1 1
262 241 -1 1
180 240 -1 1
179 240 -1 1
146 239 -1 1
147 238 -1 1
118 237 -1 1
117 237 -1 1
82 237 -1 1
118 236 -1 1
82 236 -1 1
363 236 -1 1
150 236 -1 1
64 236 -1 1
363 235 -1 1
151 235 -1 1
64 235 -1 1
395 235 -1 1
394 234 -1 1
393 234 -1 1
313 234 -1 1
394 233 -1 1
154 233 -1 1
343 233 -1 1
67 233 -1 1
342 232 -1 1
68 232 -1 1
83 231 -1 1
322 230 -1 1
261 230 -1 1
322 229 -1 1
261 229 -1 1
86 227 -1 1
318 226 -1 1
99 226 -1 1
61 226 -1 1
318 225 -1 1
100 225 -1 1
62 225 -1 1
224 224 -1 1
198 223 -1 1
197 223 -1 1
174 223 -1 1
137 223 -1 1
102 223 -1 1
64 223 -1 1
175 222 -1 1
138 222 -1 1
103 222 -1 1
80 222 -1 1
65 222 -1 1
345 222 -1 1
305 221 -1 1
304 221 -1 1
140 220 -1 1
105 220 -1 1
201 219 -1 1
141 219 -1 1
106 219 -1 1
202 219 -1 1
214 217 -1 1
143 217 -1 1
72 217 -1 1
213 216 -1 1
144 216 -1 1
73 216 -1 1
165 216 -1 1
166 215 -1 1
60 214 -1 1
61 213 -1 1
246 213 -1 1
246 212 -1 1
197 212 -1 1
177 210 -1 1
159 210 -1 1
160 209 -1 1
358 208 -1 1
55 206 -1 1
162 205 -1 1
72 205 -1 1
163 205 -1 1
71 205 -1 1
194 204 -1 1
57 204 -1 1
195 203 -1 1
58 203 -1 1
353 201 -1 1
121 201 -1 1
96 201 -1 1
353 200 -1 1
122 200 -1 1
97 200 -1 1
394 200 -1 1
175 200 -1 1
394 199 -1 1
176 199 -1 1
99 197 -1 1
296 197 -1 1
100 197 -1 1
296 196 -1 1
67 195 -1 1
338 194 -1 1
68 194 -1 1
102 194 -1 1
103 193 -1 1
117 191 -1 1
105 191 -1 1
118 190 -1 1
106 190 -1 1
99 185 -1 1
100 184 -1 1
77 184 -1 1
78 183 -1 1
404 175 -1 1
221 175 -1 1
105 175 -1 1
106 174 -1 1
328 173 -1 1
328 172 -1 1
303 172 -1 1
302 171 -1 1
375 171 -1 1
242 170 -1 1
99 169 -1 1
100 168 -1 1
77 168 -1 1
215 166 -1 1
214 166 -1 1
157 165 -1 1
112 165 -1 1
113 164 -1 1
194 162 -1 1
247 161 -1 1
195 161 -1 1
398 160 -1 1
376 160 -1 1
137 160 -1 1
376 159 -1 1
138 159 -1 1
88 159 -1 1
397 159 -1 1
397 158 -1 1
197 156 -1 1
61 156 -1 1
198 155 -1 1
62 155 -1 1
180 153 -1 1
369 152 -1 1
290 150 -1 1
268 150 -1 1
143 150 -1 1
99 150 -1 1
290 149 -1 1
268 149 -1 1
144 149 -1 1
100 149 -1 1
356 149 -1 1
375 147 -1 1
102 146 -1 1
103 145 -1 1
194 144 -1 1
195 143 -1 1
372 143 -1 1
48 143 -1 1
306 141 -1 1
306 140 -1 1
380 139 -1 1
381 138 -1 1
380 138 -1 1
86 138 -1 1
87 137 -1 1
328 137 -1 1
328 136 -1 1
99 135 -1 1
100 134 -1 1
200 134 -1 1
201 133 -1 1
181 133 -1 1
182 133 -1 1
277 131 -1 1
213 131 -1 1
102 131 -1 1
277 130 -1 1
214 130 -1 1
134 130 -1 1
103 130 -1 1
58 130 -1 1
203 130 -1 1
135 130 -1 1
59 130 -1 1
204 129 -1 1
156 128 -1 1
157 127 -1 1
216 127 -1 1
217 126 -1 1
296 126 -1 1
271 125 -1 1
271 124 -1 1
293 122 -1 1
150 122 -1 1
293 121 -1 1
151 121 -1 1
140 121 -1 1
141 121 -1 1
266 119 -1 1
265 118 -1 1
356 118 -1 1
356 117 -1 1
228 116 -1 1
229 115 -1 1
83 115 -1 1
353 114 -1 1
84 114 -1 1
233 113 -1 1
234 112 -1 1
306 112 -1 1
196 112 -1 1
74 112 -1 1
306 111 -1 1
197 111 -1 1
75 111 -1 1
159 108 -1 1
160 108 -1 1
278 106 -1 1
79 106 -1 1
278 105 -1 1
181 105 -1 1
80 105 -1 1
182 105 -1 1
243 103 -1 1
216 103 -1 1
132 103 -1 1
82 103 -1 1
217 102 -1 1
132 102 -1 1
83 102 -1 1
271 100 -1 1
219 100 -1 1
271 99 -1 1
220 99 -1 1
175 99 -1 1
328 99 -1 1
176 99 -1 1
293 97 -1 1
293 96 -1 1
315 96 -1 1
99 96 -1 1
100 95 -1 1
227 94 -1 1
228 93 -1 1
312 93 -1 1
290 93 -1 1
312 92 -1 1
258 88 -1 1
221 87 -1 1
222 86 -1 1
337 86 -1 1
318 86 -1 1
224 84 -1 1
130 84 -1 1
224 83 -1 1
130 83 -1 1
234 83 -1 1
302 81 -1 1
58 81 -1 1
301 80 -1 1
59 80 -1 1
272 78 -1 1
102 78 -1 1
271 77 -1 1
103 77 -1 1
105 75 -1 1
106 74 -1 1
118 74 -1 1
119 73 -1 1
215 72 -1 1
108 72 -1 1
216 71 -1 1
109 71 -1 1
121 71 -1 1
122 70 -1 1
55 70 -1 1
56 69 -1 1
124 68 -1 1
125 67 -1 1
326 67 -1 1
326 66 -1 1
157 66 -1 1
199 65 -1 1
115 65 -1 1
102 65 -1 1
199 64 -1 1
116 64 -1 1
103 64 -1 1
216 62 -1 1
203 62 -1 1
105 62 -1 1
61 62 -1 1
216 61 -1 1
203 61 -1 1
106 61 -1 1
62 61 -1 1
369 61 -1 1
118 61 -1 1
369 60 -1 1
119 60 -1 1
96 60 -1 1
183 59 -1 1
184 58 -1 1
172 58 -1 1
173 57 -1 1
300 57 -1 1
325 54 -1 1
312 54 -1 1
352 53 -1 1
231 53 -1 1
231 52 -1 1
372 49 -1 1
105 49 -1 1
372 48 -1 1
106 48 -1 1
334 47 -1 1
330 46 -1 1
286 46 -1 1
200 46 -1 1
