121 512 512
202 371 -1 1
202 370 -1 1
207 364 -1 1
206 363 -1 1
173 362 -1 1
173 361 -1 1
170 359 -1 1
170 358 -1 1
232 349 -1 1
232 348 -1 1
170 331 -1 1
170 330 -1 1
138 328 -1 1
282 327 -1 1
139 327 -1 1
138 327 -1 1
326 321 -1 1
219 320 -1 1
146 316 -1 1
146 315 -1 1
241 313 -1 1
241 312 -1 1
240 312 -1 1
170 311 -1 1
169 310 -1 1
199 308 -1 1
322 307 -1 1
167 307 -1 1
322 306 -1 1
168 306 -1 1
167 306 -1 1
126 306 -1 1
321 306 -1 1
127 306 -1 1
239 304 -1 1
324 302 -1 1
308 301 -1 1
307 301 -1 1
308 300 -1 1
295 297 -1 1
305 296 -1 1
217 296 -1 1
217 295 -1 1
330 295 -1 1
330 294 -1 1
278 292 -1 1
279 292 -1 1
145 292 -1 1
197 290 -1 1
196 290 -1 1
224 289 -1 1
319 289 -1 1
282 289 -1 1
319 288 -1 1
302 284 -1 1
336 284 -1 1
335 284 -1 1
321 284 -1 1
336 283 -1 1
311 279 -1 1
216 277 -1 1
217 276 -1 1
324 275 -1 1
317 269 -1 1
298 268 -1 1
298 267 -1 1
297 267 -1 1
174 266 -1 1
323 264 -1 1
324 264 -1 1
312 260 -1 1
327 259 -1 1
218 258 -1 1
219 257 -1 1
332 251 -1 1
263 250 -1 1
235 250 -1 1
259 245 -1 1
259 244 -1 1
307 243 -1 1
361 241 -1 1
273 238 -1 1
275 237 -1 1
347 237 -1 1
346 228 -1 1
345 226 -1 1
370 225 -1 1
371 221 -1 1
331 221 -1 1
186 220 -1 1
186 219 -1 1
346 209 -1 1
347 208 -1 1
346 208 -1 1
365 205 -1 1
368 197 -1 1
298 196 -1 1
316 193 -1 1
354 192 -1 1
205 192 -1 1
355 191 -1 1
354 191 -1 1
206 191 -1 1
322 185 -1 1
242 184 -1 1
235 183 -1 1
350 181 -1 1
339 179 -1 1
289 169 -1 1
295 168 -1 1
216 161 -1 1
217 161 -1 1
230 159 -1 1
225 159 -1 1
217 159 -1 1
238 149 -1 1
337 148 -1 1
327 129 -1 1
258 128 -1 1
322 121 -1 1
299 96 -1 1
