145 512 512
352 347 -1 1
275 346 -1 1
295 345 -1 1
318 345 -1 1
285 345 -1 1
338 344 -1 1
307 344 -1 1
365 332 -1 1
342 327 -1 1
174 326 -1 1
272 324 -1 1
272 323 -1 1
115 322 -1 1
376 322 -1 1
306 322 -1 1
114 322 -1 1
269 321 -1 1
269 320 -1 1
363 320 -1 1
362 320 -1 1
136 320 -1 1
136 319 -1 1
126 319 -1 1
125 319 -1 1
145 317 -1 1
193 313 -1 1
192 313 -1 1
259 312 -1 1
259 311 -1 1
203 310 -1 1
201 303 -1 1
195 301 -1 1
196 300 -1 1
195 300 -1 1
347 297 -1 1
96 297 -1 1
239 293 -1 1
239 292 -1 1
246 286 -1 1
246 285 -1 1
335 284 -1 1
297 283 -1 1
243 283 -1 1
296 282 -1 1
243 282 -1 1
316 282 -1 1
294 280 -1 1
226 280 -1 1
293 279 -1 1
226 279 -1 1
188 278 -1 1
187 278 -1 1
260 276 -1 1
219 274 -1 1
219 273 -1 1
301 266 -1 1
221 264 -1 1
208 264 -1 1
158 264 -1 1
221 263 -1 1
208 263 -1 1
381 262 -1 1
218 261 -1 1
218 260 -1 1
330 255 -1 1
249 252 -1 1
183 249 -1 1
306 247 -1 1
186 242 -1 1
186 241 -1 1
312 240 -1 1
244 239 -1 1
243 238 -1 1
121 238 -1 1
274 236 -1 1
392 235 -1 1
273 235 -1 1
171 234 -1 1
161 233 -1 1
147 224 -1 1
225 223 -1 1
224 222 -1 1
222 220 -1 1
221 219 -1 1
140 218 -1 1
139 218 -1 1
272 216 -1 1
231 215 -1 1
260 215 -1 1
230 215 -1 1
118 214 -1 1
245 213 -1 1
244 213 -1 1
143 211 -1 1
215 210 -1 1
214 210 -1 1
172 209 -1 1
171 209 -1 1
186 206 -1 1
125 205 -1 1
231 204 -1 1
259 201 -1 1
168 201 -1 1
273 200 -1 1
168 200 -1 1
128 200 -1 1
169 200 -1 1
169 199 -1 1
192 199 -1 1
192 198 -1 1
307 197 -1 1
237 196 -1 1
214 196 -1 1
248 195 -1 1
185 194 -1 1
177 193 -1 1
256 192 -1 1
229 192 -1 1
230 192 -1 1
246 191 -1 1
279 191 -1 1
268 190 -1 1
142 188 -1 1
156 187 -1 1
150 187 -1 1
149 187 -1 1
149 186 -1 1
170 180 -1 1
170 178 -1 1
153 177 -1 1
267 175 -1 1
178 175 -1 1
177 175 -1 1
239 172 -1 1
240 172 -1 1
190 172 -1 1
162 172 -1 1
162 171 -1 1
174 170 -1 1
161 169 -1 1
181 168 -1 1
161 168 -1 1
160 168 -1 1
159 168 -1 1
166 167 -1 1
